iform	iclass	category	extension	isa_set	mode	bytes	xed_iform	xed_length	decoder_contract	operand_contract	legality_contract	formatter_contract	evidence_state	blocker
VRCP14PS_XMMf32_MASKmskw_MEMf32_AVX512	VRCP14PS	AVX512	AVX512EVEX	AVX512F_128	64	62 f2 7d 09 4c 00	VRCP14PS_XMMf32_MASKmskw_MEMf32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VRCP14PS_XMMf32_MASKmskw_XMMf32_AVX512	VRCP14PS	AVX512	AVX512EVEX	AVX512F_128	64	62 f2 7d 09 4c c0	VRCP14PS_XMMf32_MASKmskw_XMMf32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VRCP14PS_YMMf32_MASKmskw_MEMf32_AVX512	VRCP14PS	AVX512	AVX512EVEX	AVX512F_256	64	62 f2 7d 29 4c 00	VRCP14PS_YMMf32_MASKmskw_MEMf32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VRCP14PS_YMMf32_MASKmskw_YMMf32_AVX512	VRCP14PS	AVX512	AVX512EVEX	AVX512F_256	64	62 f2 7d 29 4c c0	VRCP14PS_YMMf32_MASKmskw_YMMf32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VRCP14PS_ZMMf32_MASKmskw_MEMf32_AVX512	VRCP14PS	AVX512	AVX512EVEX	AVX512F_512	64	62 f2 7d 49 4c 00	VRCP14PS_ZMMf32_MASKmskw_MEMf32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VRCP14PS_ZMMf32_MASKmskw_ZMMf32_AVX512	VRCP14PS	AVX512	AVX512EVEX	AVX512F_512	64	62 f2 7d 49 4c c0	VRCP14PS_ZMMf32_MASKmskw_ZMMf32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VRCP14SD_XMMf64_MASKmskw_XMMf64_MEMf64_AVX512	VRCP14SD	AVX512	AVX512EVEX	AVX512F_SCALAR	64	62 f2 fd 09 4d 00	VRCP14SD_XMMf64_MASKmskw_XMMf64_MEMf64_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VRCP14SD_XMMf64_MASKmskw_XMMf64_XMMf64_AVX512	VRCP14SD	AVX512	AVX512EVEX	AVX512F_SCALAR	64	62 f2 fd 09 4d c0	VRCP14SD_XMMf64_MASKmskw_XMMf64_XMMf64_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VRCP14SS_XMMf32_MASKmskw_XMMf32_MEMf32_AVX512	VRCP14SS	AVX512	AVX512EVEX	AVX512F_SCALAR	64	62 f2 7d 09 4d 00	VRCP14SS_XMMf32_MASKmskw_XMMf32_MEMf32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VRCP14SS_XMMf32_MASKmskw_XMMf32_XMMf32_AVX512	VRCP14SS	AVX512	AVX512EVEX	AVX512F_SCALAR	64	62 f2 7d 09 4d c0	VRCP14SS_XMMf32_MASKmskw_XMMf32_XMMf32_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VRCP28PD_ZMMf64_MASKmskw_MEMf64_AVX512ER	VRCP28PD	AVX512	AVX512EVEX	AVX512ER_512	64	62 f2 fd 49 ca 00	VRCP28PD_ZMMf64_MASKmskw_MEMf64_AVX512ER	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VRCP28PD_ZMMf64_MASKmskw_ZMMf64_AVX512ER	VRCP28PD	AVX512	AVX512EVEX	AVX512ER_512	64	62 f2 fd 49 ca c0	VRCP28PD_ZMMf64_MASKmskw_ZMMf64_AVX512ER	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VRCP28PS_ZMMf32_MASKmskw_MEMf32_AVX512ER	VRCP28PS	AVX512	AVX512EVEX	AVX512ER_512	64	62 f2 7d 49 ca 00	VRCP28PS_ZMMf32_MASKmskw_MEMf32_AVX512ER	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VRCP28PS_ZMMf32_MASKmskw_ZMMf32_AVX512ER	VRCP28PS	AVX512	AVX512EVEX	AVX512ER_512	64	62 f2 7d 49 ca c0	VRCP28PS_ZMMf32_MASKmskw_ZMMf32_AVX512ER	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VRCP28SD_XMMf64_MASKmskw_XMMf64_MEMf64_AVX512ER	VRCP28SD	AVX512	AVX512EVEX	AVX512ER_SCALAR	64	62 f2 fd 09 cb 00	VRCP28SD_XMMf64_MASKmskw_XMMf64_MEMf64_AVX512ER	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VRCP28SD_XMMf64_MASKmskw_XMMf64_XMMf64_AVX512ER	VRCP28SD	AVX512	AVX512EVEX	AVX512ER_SCALAR	64	62 f2 fd 19 cb c0	VRCP28SD_XMMf64_MASKmskw_XMMf64_XMMf64_AVX512ER	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VRCP28SS_XMMf32_MASKmskw_XMMf32_MEMf32_AVX512ER	VRCP28SS	AVX512	AVX512EVEX	AVX512ER_SCALAR	64	62 f2 7d 09 cb 00	VRCP28SS_XMMf32_MASKmskw_XMMf32_MEMf32_AVX512ER	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VRCP28SS_XMMf32_MASKmskw_XMMf32_XMMf32_AVX512ER	VRCP28SS	AVX512	AVX512EVEX	AVX512ER_SCALAR	64	62 f2 7d 09 cb c0	VRCP28SS_XMMf32_MASKmskw_XMMf32_XMMf32_AVX512ER	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VRCPBF16_XMMbf16_MASKmskw_MEMbf16_AVX512	VRCPBF16	AVX512	AVX512EVEX	AVX10_2_BF16_128	64	62 f6 7c 09 4c 00	VRCPBF16_XMMbf16_MASKmskw_MEMbf16_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VRCPBF16_XMMbf16_MASKmskw_XMMbf16_AVX512	VRCPBF16	AVX512	AVX512EVEX	AVX10_2_BF16_128	64	62 f6 7c 09 4c c0	VRCPBF16_XMMbf16_MASKmskw_XMMbf16_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VRCPBF16_YMMbf16_MASKmskw_MEMbf16_AVX512	VRCPBF16	AVX512	AVX512EVEX	AVX10_2_BF16_256	64	62 f6 7c 29 4c 00	VRCPBF16_YMMbf16_MASKmskw_MEMbf16_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VRCPBF16_YMMbf16_MASKmskw_YMMbf16_AVX512	VRCPBF16	AVX512	AVX512EVEX	AVX10_2_BF16_256	64	62 f6 7c 29 4c c0	VRCPBF16_YMMbf16_MASKmskw_YMMbf16_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VRCPBF16_ZMMbf16_MASKmskw_MEMbf16_AVX512	VRCPBF16	AVX512	AVX512EVEX	AVX10_2_BF16_512	64	62 f6 7c 49 4c 00	VRCPBF16_ZMMbf16_MASKmskw_MEMbf16_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VRCPBF16_ZMMbf16_MASKmskw_ZMMbf16_AVX512	VRCPBF16	AVX512	AVX512EVEX	AVX10_2_BF16_512	64	62 f6 7c 49 4c c0	VRCPBF16_ZMMbf16_MASKmskw_ZMMbf16_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VRCPPH_XMMf16_MASKmskw_MEMf16_AVX512	VRCPPH	FP16	AVX512EVEX	AVX512_FP16_128	64	62 f6 7d 09 4c 00	VRCPPH_XMMf16_MASKmskw_MEMf16_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VRCPPH_XMMf16_MASKmskw_XMMf16_AVX512	VRCPPH	FP16	AVX512EVEX	AVX512_FP16_128	64	62 f6 7d 09 4c c0	VRCPPH_XMMf16_MASKmskw_XMMf16_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VRCPPH_YMMf16_MASKmskw_MEMf16_AVX512	VRCPPH	FP16	AVX512EVEX	AVX512_FP16_256	64	62 f6 7d 29 4c 00	VRCPPH_YMMf16_MASKmskw_MEMf16_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VRCPPH_YMMf16_MASKmskw_YMMf16_AVX512	VRCPPH	FP16	AVX512EVEX	AVX512_FP16_256	64	62 f6 7d 29 4c c0	VRCPPH_YMMf16_MASKmskw_YMMf16_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VRCPPH_ZMMf16_MASKmskw_MEMf16_AVX512	VRCPPH	FP16	AVX512EVEX	AVX512_FP16_512	64	62 f6 7d 49 4c 00	VRCPPH_ZMMf16_MASKmskw_MEMf16_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VRCPPH_ZMMf16_MASKmskw_ZMMf16_AVX512	VRCPPH	FP16	AVX512EVEX	AVX512_FP16_512	64	62 f6 7d 49 4c c0	VRCPPH_ZMMf16_MASKmskw_ZMMf16_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VRCPSH_XMMf16_MASKmskw_XMMf16_MEMf16_AVX512	VRCPSH	FP16	AVX512EVEX	AVX512_FP16_SCALAR	64	62 f6 7d 09 4d 00	VRCPSH_XMMf16_MASKmskw_XMMf16_MEMf16_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VRCPSH_XMMf16_MASKmskw_XMMf16_XMMf16_AVX512	VRCPSH	FP16	AVX512EVEX	AVX512_FP16_SCALAR	64	62 f6 7d 09 4d c0	VRCPSH_XMMf16_MASKmskw_XMMf16_XMMf16_AVX512	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VREDUCEBF16_XMMbf16_MASKmskw_MEMbf16_IMM8_AVX512	VREDUCEBF16	AVX512	AVX512EVEX	AVX10_2_BF16_128	64	62 f3 7f 09 56 00 00	VREDUCEBF16_XMMbf16_MASKmskw_MEMbf16_IMM8_AVX512	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VREDUCEBF16_XMMbf16_MASKmskw_XMMbf16_IMM8_AVX512	VREDUCEBF16	AVX512	AVX512EVEX	AVX10_2_BF16_128	64	62 f3 7f 09 56 c0 00	VREDUCEBF16_XMMbf16_MASKmskw_XMMbf16_IMM8_AVX512	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VREDUCEBF16_YMMbf16_MASKmskw_MEMbf16_IMM8_AVX512	VREDUCEBF16	AVX512	AVX512EVEX	AVX10_2_BF16_256	64	62 f3 7f 29 56 00 00	VREDUCEBF16_YMMbf16_MASKmskw_MEMbf16_IMM8_AVX512	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VREDUCEBF16_YMMbf16_MASKmskw_YMMbf16_IMM8_AVX512	VREDUCEBF16	AVX512	AVX512EVEX	AVX10_2_BF16_256	64	62 f3 7f 29 56 c0 00	VREDUCEBF16_YMMbf16_MASKmskw_YMMbf16_IMM8_AVX512	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VREDUCEBF16_ZMMbf16_MASKmskw_MEMbf16_IMM8_AVX512	VREDUCEBF16	AVX512	AVX512EVEX	AVX10_2_BF16_512	64	62 f3 7f 49 56 00 00	VREDUCEBF16_ZMMbf16_MASKmskw_MEMbf16_IMM8_AVX512	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VREDUCEBF16_ZMMbf16_MASKmskw_ZMMbf16_IMM8_AVX512	VREDUCEBF16	AVX512	AVX512EVEX	AVX10_2_BF16_512	64	62 f3 7f 49 56 c0 00	VREDUCEBF16_ZMMbf16_MASKmskw_ZMMbf16_IMM8_AVX512	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VREDUCEPD_XMMf64_MASKmskw_MEMf64_IMM8_AVX512	VREDUCEPD	AVX512	AVX512EVEX	AVX512DQ_128	64	62 f3 fd 09 56 00 00	VREDUCEPD_XMMf64_MASKmskw_MEMf64_IMM8_AVX512	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VREDUCEPD_XMMf64_MASKmskw_XMMf64_IMM8_AVX512	VREDUCEPD	AVX512	AVX512EVEX	AVX512DQ_128	64	62 f3 fd 09 56 c0 00	VREDUCEPD_XMMf64_MASKmskw_XMMf64_IMM8_AVX512	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VREDUCEPD_YMMf64_MASKmskw_MEMf64_IMM8_AVX512	VREDUCEPD	AVX512	AVX512EVEX	AVX512DQ_256	64	62 f3 fd 29 56 00 00	VREDUCEPD_YMMf64_MASKmskw_MEMf64_IMM8_AVX512	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VREDUCEPD_YMMf64_MASKmskw_YMMf64_IMM8_AVX512	VREDUCEPD	AVX512	AVX512EVEX	AVX512DQ_256	64	62 f3 fd 29 56 c0 00	VREDUCEPD_YMMf64_MASKmskw_YMMf64_IMM8_AVX512	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VREDUCEPD_ZMMf64_MASKmskw_MEMf64_IMM8_AVX512	VREDUCEPD	AVX512	AVX512EVEX	AVX512DQ_512	64	62 f3 fd 49 56 00 00	VREDUCEPD_ZMMf64_MASKmskw_MEMf64_IMM8_AVX512	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VREDUCEPD_ZMMf64_MASKmskw_ZMMf64_IMM8_AVX512	VREDUCEPD	AVX512	AVX512EVEX	AVX512DQ_512	64	62 f3 fd 49 56 c0 00	VREDUCEPD_ZMMf64_MASKmskw_ZMMf64_IMM8_AVX512	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VREDUCEPH_XMMf16_MASKmskw_MEMf16_IMM8_AVX512	VREDUCEPH	FP16	AVX512EVEX	AVX512_FP16_128	64	62 f3 7c 09 56 00 00	VREDUCEPH_XMMf16_MASKmskw_MEMf16_IMM8_AVX512	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VREDUCEPH_XMMf16_MASKmskw_XMMf16_IMM8_AVX512	VREDUCEPH	FP16	AVX512EVEX	AVX512_FP16_128	64	62 f3 7c 09 56 c0 00	VREDUCEPH_XMMf16_MASKmskw_XMMf16_IMM8_AVX512	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VREDUCEPH_YMMf16_MASKmskw_MEMf16_IMM8_AVX512	VREDUCEPH	FP16	AVX512EVEX	AVX512_FP16_256	64	62 f3 7c 29 56 00 00	VREDUCEPH_YMMf16_MASKmskw_MEMf16_IMM8_AVX512	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VREDUCEPH_YMMf16_MASKmskw_YMMf16_IMM8_AVX512	VREDUCEPH	FP16	AVX512EVEX	AVX512_FP16_256	64	62 f3 7c 29 56 c0 00	VREDUCEPH_YMMf16_MASKmskw_YMMf16_IMM8_AVX512	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VREDUCEPH_ZMMf16_MASKmskw_MEMf16_IMM8_AVX512	VREDUCEPH	FP16	AVX512EVEX	AVX512_FP16_512	64	62 f3 7c 49 56 00 00	VREDUCEPH_ZMMf16_MASKmskw_MEMf16_IMM8_AVX512	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VREDUCEPH_ZMMf16_MASKmskw_ZMMf16_IMM8_AVX512	VREDUCEPH	FP16	AVX512EVEX	AVX512_FP16_512	64	62 f3 7c 59 56 c0 00	VREDUCEPH_ZMMf16_MASKmskw_ZMMf16_IMM8_AVX512	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VREDUCEPS_XMMf32_MASKmskw_MEMf32_IMM8_AVX512	VREDUCEPS	AVX512	AVX512EVEX	AVX512DQ_128	64	62 f3 7d 09 56 00 00	VREDUCEPS_XMMf32_MASKmskw_MEMf32_IMM8_AVX512	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VREDUCEPS_XMMf32_MASKmskw_XMMf32_IMM8_AVX512	VREDUCEPS	AVX512	AVX512EVEX	AVX512DQ_128	64	62 f3 7d 09 56 c0 00	VREDUCEPS_XMMf32_MASKmskw_XMMf32_IMM8_AVX512	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VREDUCEPS_YMMf32_MASKmskw_MEMf32_IMM8_AVX512	VREDUCEPS	AVX512	AVX512EVEX	AVX512DQ_256	64	62 f3 7d 29 56 00 00	VREDUCEPS_YMMf32_MASKmskw_MEMf32_IMM8_AVX512	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VREDUCEPS_YMMf32_MASKmskw_YMMf32_IMM8_AVX512	VREDUCEPS	AVX512	AVX512EVEX	AVX512DQ_256	64	62 f3 7d 29 56 c0 00	VREDUCEPS_YMMf32_MASKmskw_YMMf32_IMM8_AVX512	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VREDUCEPS_ZMMf32_MASKmskw_MEMf32_IMM8_AVX512	VREDUCEPS	AVX512	AVX512EVEX	AVX512DQ_512	64	62 f3 7d 49 56 00 00	VREDUCEPS_ZMMf32_MASKmskw_MEMf32_IMM8_AVX512	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VREDUCEPS_ZMMf32_MASKmskw_ZMMf32_IMM8_AVX512	VREDUCEPS	AVX512	AVX512EVEX	AVX512DQ_512	64	62 f3 7d 49 56 c0 00	VREDUCEPS_ZMMf32_MASKmskw_ZMMf32_IMM8_AVX512	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VREDUCESD_XMMf64_MASKmskw_XMMf64_MEMf64_IMM8_AVX512	VREDUCESD	AVX512	AVX512EVEX	AVX512DQ_SCALAR	64	62 f3 fd 09 57 00 00	VREDUCESD_XMMf64_MASKmskw_XMMf64_MEMf64_IMM8_AVX512	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VREDUCESD_XMMf64_MASKmskw_XMMf64_XMMf64_IMM8_AVX512	VREDUCESD	AVX512	AVX512EVEX	AVX512DQ_SCALAR	64	62 f3 fd 19 57 c0 00	VREDUCESD_XMMf64_MASKmskw_XMMf64_XMMf64_IMM8_AVX512	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VREDUCESH_XMMf16_MASKmskw_XMMf16_MEMf16_IMM8_AVX512	VREDUCESH	FP16	AVX512EVEX	AVX512_FP16_SCALAR	64	62 f3 7c 09 57 00 00	VREDUCESH_XMMf16_MASKmskw_XMMf16_MEMf16_IMM8_AVX512	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VREDUCESH_XMMf16_MASKmskw_XMMf16_XMMf16_IMM8_AVX512	VREDUCESH	FP16	AVX512EVEX	AVX512_FP16_SCALAR	64	62 f3 7c 19 57 c0 00	VREDUCESH_XMMf16_MASKmskw_XMMf16_XMMf16_IMM8_AVX512	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VREDUCESS_XMMf32_MASKmskw_XMMf32_MEMf32_IMM8_AVX512	VREDUCESS	AVX512	AVX512EVEX	AVX512DQ_SCALAR	64	62 f3 7d 09 57 00 00	VREDUCESS_XMMf32_MASKmskw_XMMf32_MEMf32_IMM8_AVX512	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VREDUCESS_XMMf32_MASKmskw_XMMf32_XMMf32_IMM8_AVX512	VREDUCESS	AVX512	AVX512EVEX	AVX512DQ_SCALAR	64	62 f3 7d 09 57 c0 00	VREDUCESS_XMMf32_MASKmskw_XMMf32_XMMf32_IMM8_AVX512	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VRNDSCALEBF16_XMMbf16_MASKmskw_MEMbf16_IMM8_AVX512	VRNDSCALEBF16	AVX512	AVX512EVEX	AVX10_2_BF16_128	64	62 f3 7f 09 08 00 00	VRNDSCALEBF16_XMMbf16_MASKmskw_MEMbf16_IMM8_AVX512	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VRNDSCALEBF16_XMMbf16_MASKmskw_XMMbf16_IMM8_AVX512	VRNDSCALEBF16	AVX512	AVX512EVEX	AVX10_2_BF16_128	64	62 f3 7f 09 08 c0 00	VRNDSCALEBF16_XMMbf16_MASKmskw_XMMbf16_IMM8_AVX512	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VRNDSCALEBF16_YMMbf16_MASKmskw_MEMbf16_IMM8_AVX512	VRNDSCALEBF16	AVX512	AVX512EVEX	AVX10_2_BF16_256	64	62 f3 7f 29 08 00 00	VRNDSCALEBF16_YMMbf16_MASKmskw_MEMbf16_IMM8_AVX512	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VRNDSCALEBF16_YMMbf16_MASKmskw_YMMbf16_IMM8_AVX512	VRNDSCALEBF16	AVX512	AVX512EVEX	AVX10_2_BF16_256	64	62 f3 7f 29 08 c0 00	VRNDSCALEBF16_YMMbf16_MASKmskw_YMMbf16_IMM8_AVX512	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VRNDSCALEBF16_ZMMbf16_MASKmskw_MEMbf16_IMM8_AVX512	VRNDSCALEBF16	AVX512	AVX512EVEX	AVX10_2_BF16_512	64	62 f3 7f 49 08 00 00	VRNDSCALEBF16_ZMMbf16_MASKmskw_MEMbf16_IMM8_AVX512	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VRNDSCALEBF16_ZMMbf16_MASKmskw_ZMMbf16_IMM8_AVX512	VRNDSCALEBF16	AVX512	AVX512EVEX	AVX10_2_BF16_512	64	62 f3 7f 49 08 c0 00	VRNDSCALEBF16_ZMMbf16_MASKmskw_ZMMbf16_IMM8_AVX512	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VRNDSCALEPD_XMMf64_MASKmskw_MEMf64_IMM8_AVX512	VRNDSCALEPD	AVX512	AVX512EVEX	AVX512F_128	64	62 f3 fd 09 09 00 00	VRNDSCALEPD_XMMf64_MASKmskw_MEMf64_IMM8_AVX512	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VRNDSCALEPD_XMMf64_MASKmskw_XMMf64_IMM8_AVX512	VRNDSCALEPD	AVX512	AVX512EVEX	AVX512F_128	64	62 f3 fd 09 09 c0 00	VRNDSCALEPD_XMMf64_MASKmskw_XMMf64_IMM8_AVX512	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VRNDSCALEPD_YMMf64_MASKmskw_MEMf64_IMM8_AVX512	VRNDSCALEPD	AVX512	AVX512EVEX	AVX512F_256	64	62 f3 fd 29 09 00 00	VRNDSCALEPD_YMMf64_MASKmskw_MEMf64_IMM8_AVX512	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VRNDSCALEPD_YMMf64_MASKmskw_YMMf64_IMM8_AVX512	VRNDSCALEPD	AVX512	AVX512EVEX	AVX512F_256	64	62 f3 fd 29 09 c0 00	VRNDSCALEPD_YMMf64_MASKmskw_YMMf64_IMM8_AVX512	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VRNDSCALEPD_ZMMf64_MASKmskw_MEMf64_IMM8_AVX512	VRNDSCALEPD	AVX512	AVX512EVEX	AVX512F_512	64	62 f3 fd 49 09 00 00	VRNDSCALEPD_ZMMf64_MASKmskw_MEMf64_IMM8_AVX512	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VRNDSCALEPH_XMMf16_MASKmskw_MEMf16_IMM8_AVX512	VRNDSCALEPH	FP16	AVX512EVEX	AVX512_FP16_128	64	62 f3 7c 09 08 00 00	VRNDSCALEPH_XMMf16_MASKmskw_MEMf16_IMM8_AVX512	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VRNDSCALEPH_XMMf16_MASKmskw_XMMf16_IMM8_AVX512	VRNDSCALEPH	FP16	AVX512EVEX	AVX512_FP16_128	64	62 f3 7c 09 08 c0 00	VRNDSCALEPH_XMMf16_MASKmskw_XMMf16_IMM8_AVX512	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VRNDSCALEPH_YMMf16_MASKmskw_MEMf16_IMM8_AVX512	VRNDSCALEPH	FP16	AVX512EVEX	AVX512_FP16_256	64	62 f3 7c 29 08 00 00	VRNDSCALEPH_YMMf16_MASKmskw_MEMf16_IMM8_AVX512	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VRNDSCALEPH_YMMf16_MASKmskw_YMMf16_IMM8_AVX512	VRNDSCALEPH	FP16	AVX512EVEX	AVX512_FP16_256	64	62 f3 7c 29 08 c0 00	VRNDSCALEPH_YMMf16_MASKmskw_YMMf16_IMM8_AVX512	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VRNDSCALEPH_ZMMf16_MASKmskw_MEMf16_IMM8_AVX512	VRNDSCALEPH	FP16	AVX512EVEX	AVX512_FP16_512	64	62 f3 7c 49 08 00 00	VRNDSCALEPH_ZMMf16_MASKmskw_MEMf16_IMM8_AVX512	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VRNDSCALEPH_ZMMf16_MASKmskw_ZMMf16_IMM8_AVX512	VRNDSCALEPH	FP16	AVX512EVEX	AVX512_FP16_512	64	62 f3 7c 49 08 c0 00	VRNDSCALEPH_ZMMf16_MASKmskw_ZMMf16_IMM8_AVX512	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VRNDSCALEPS_XMMf32_MASKmskw_MEMf32_IMM8_AVX512	VRNDSCALEPS	AVX512	AVX512EVEX	AVX512F_128	64	62 f3 7d 09 08 00 00	VRNDSCALEPS_XMMf32_MASKmskw_MEMf32_IMM8_AVX512	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VRNDSCALEPS_XMMf32_MASKmskw_XMMf32_IMM8_AVX512	VRNDSCALEPS	AVX512	AVX512EVEX	AVX512F_128	64	62 f3 7d 09 08 c0 00	VRNDSCALEPS_XMMf32_MASKmskw_XMMf32_IMM8_AVX512	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VRNDSCALEPS_YMMf32_MASKmskw_MEMf32_IMM8_AVX512	VRNDSCALEPS	AVX512	AVX512EVEX	AVX512F_256	64	62 f3 7d 29 08 00 00	VRNDSCALEPS_YMMf32_MASKmskw_MEMf32_IMM8_AVX512	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
VRNDSCALEPS_YMMf32_MASKmskw_YMMf32_IMM8_AVX512	VRNDSCALEPS	AVX512	AVX512EVEX	AVX512F_256	64	62 f3 7d 29 08 c0 00	VRNDSCALEPS_YMMf32_MASKmskw_YMMf32_IMM8_AVX512	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
