iform	iclass	category	extension	isa_set	attributes	xed_descriptor_rows	coverage_status	cdisasm_name	cdisasm_name_id	name_match_kind	name_match_rule	source_name_reference	generated_fallback_assignment	success_cases	missing_cases	profile_cases
ADD_MEMv_GPRv_APX_N3	ADD	BINARY	APXEVEX	APX_F_N3	APX_NF DISP8_NO_SCALE	2	corpus_reachable	ADD	6	exact		True	True	cycle393_apx_add_nf_mem_gpr		
ADD_MEMv_IMM8_APX	ADD	BINARY	APXEVEX	APX_F	DISP8_NO_SCALE	2	corpus_reachable	ADD	6	exact		True	True	cycle395_apx_add_memv_imm8		
ADD_MEMv_IMM8_APX_N3	ADD	BINARY	APXEVEX	APX_F_N3	APX_NF DISP8_NO_SCALE	2	corpus_reachable	ADD	6	exact		True	True	cycle395_apx_add_nf_memv_imm8		
ADD_MEMv_IMMb	ADD	BINARY	BASE	I86	LOCKABLE	1	corpus_reachable	ADD	6	exact		True	True	legacy_add_mem32_imm8_exact		
ADD_MEMv_IMMz	ADD	BINARY	BASE	I86	LOCKABLE	1	corpus_reachable	ADD	6	exact		True	True	legacy_add_mem32_imm32_exact		
ADD_MEMv_IMMz_APX	ADD	BINARY	APXEVEX	APX_F	DISP8_NO_SCALE	2	corpus_reachable	ADD	6	exact		True	True	cycle395_apx_add_memv_immz		
ADD_MEMv_IMMz_APX_N3	ADD	BINARY	APXEVEX	APX_F_N3	APX_NF DISP8_NO_SCALE	2	corpus_reachable	ADD	6	exact		True	True	cycle395_apx_add_nf_memv_immz		
ADD_OrAX_IMMz	ADD	BINARY	BASE	I86		1	corpus_reachable	ADD	6	exact		True	True	legacy_add_eax_imm32_exact		
ADOX_GPR32d_GPR32d	ADOX	ADOX_ADCX	ADOX_ADCX	ADOX_ADCX		1	corpus_reachable	ADOX	1136	exact		True	True	adx_adox_register32_exact		
ADOX_GPR32d_MEMd	ADOX	ADOX_ADCX	ADOX_ADCX	ADOX_ADCX		1	corpus_reachable	ADOX	1136	exact		True	True	cet_collision_adox		
ADOX_GPR32i32_GPR32i32_APX	ADOX	APX	ADOX_ADCX	APX_F_ADX		1	corpus_reachable	ADOX	1136	exact		True	True	cycle101_apx_adox_reg32		
ADOX_GPR32i32_GPR32i32_GPR32i32_APX_N3	ADOX	APX	ADOX_ADCX	APX_F_ADX_N3	APX_NDD	1	corpus_reachable	ADOX	1136	exact		True	True	cycle101_apx_adox_n3_reg32		
ADOX_GPR32i32_GPR32i32_MEMi32_APX_N3	ADOX	APX	ADOX_ADCX	APX_F_ADX_N3	APX_NDD DISP8_NO_SCALE	1	corpus_reachable	ADOX	1136	exact		True	True	cycle101_apx_adox_n3_mem32		
ADOX_GPR32i32_MEMi32_APX	ADOX	APX	ADOX_ADCX	APX_F_ADX	DISP8_NO_SCALE	1	corpus_reachable	ADOX	1136	exact		True	True	cycle101_apx_adox_mem32		
ADOX_GPR64i64_GPR64i64_APX	ADOX	APX	ADOX_ADCX	APX_F_ADX		1	corpus_reachable	ADOX	1136	exact		True	True	cycle101_apx_adox_reg64		
ADOX_GPR64i64_GPR64i64_GPR64i64_APX_N3	ADOX	APX	ADOX_ADCX	APX_F_ADX_N3	APX_NDD	1	corpus_reachable	ADOX	1136	exact		True	True	cycle101_apx_adox_n3_reg64		
ADOX_GPR64i64_GPR64i64_MEMi64_APX_N3	ADOX	APX	ADOX_ADCX	APX_F_ADX_N3	APX_NDD DISP8_NO_SCALE	1	corpus_reachable	ADOX	1136	exact		True	True	cycle101_apx_adox_n3_mem64		
ADOX_GPR64i64_MEMi64_APX	ADOX	APX	ADOX_ADCX	APX_F_ADX	DISP8_NO_SCALE	1	corpus_reachable	ADOX	1136	exact		True	True	cycle101_apx_adox_mem64		
ADOX_GPR64q_GPR64q	ADOX	ADOX_ADCX	ADOX_ADCX	ADOX_ADCX		1	corpus_reachable	ADOX	1136	exact		True	True	adx_adox_register64_exact,cycle2_p184_adox64_reg		
ADOX_GPR64q_MEMq	ADOX	ADOX_ADCX	ADOX_ADCX	ADOX_ADCX		1	corpus_reachable	ADOX	1136	exact		True	True	adx_adox_memory64_exact		
AESDEC128KL_XMMu8_MEMu8	AESDEC128KL	KEYLOCKER	KEYLOCKER	KEYLOCKER		1	corpus_reachable	AESDEC128KL	1202	exact		True	True	extra_keylocker_aesdec128,extra_keylocker_mode16,extra_keylocker_redundant_66,extra_keylocker_rex_b_r8,extra_keylocker_rex_r_xmm8,extra_keylocker_rex_w_ignored,extra_keylocker_rightmost_f3,extra_keylocker_tiger_lake		
AESDEC256KL_XMMu8_MEMu8	AESDEC256KL	KEYLOCKER	KEYLOCKER	KEYLOCKER		1	corpus_reachable	AESDEC256KL	1203	exact		True	True	extra_keylocker_aesdec256		
AESDECLAST_XMMdq_MEMdq	AESDECLAST	AES	AES	AES	REQUIRES_ALIGNMENT	1	corpus_reachable	AESDECLAST	673	exact		True	True	aesni_aesdeclast_memory_exact		
AESDECLAST_XMMdq_XMMdq	AESDECLAST	AES	AES	AES	REQUIRES_ALIGNMENT	1	corpus_reachable	AESDECLAST	673	exact		True	True	aesni_aesdeclast_register_exact		
AESDECWIDE128KL_MEMu8	AESDECWIDE128KL	KEYLOCKER_WIDE	KEYLOCKER_WIDE	KEYLOCKER_WIDE		1	corpus_reachable	AESDECWIDE128KL	1204	exact		True	True	extra_keylocker_aesdecwide128,extra_keylocker_wide_rex_r_ignored		
AESDECWIDE256KL_MEMu8	AESDECWIDE256KL	KEYLOCKER_WIDE	KEYLOCKER_WIDE	KEYLOCKER_WIDE		1	corpus_reachable	AESDECWIDE256KL	1205	exact		True	True	extra_keylocker_aesdecwide256		
AESDEC_XMMdq_MEMdq	AESDEC	AES	AES	AES	REQUIRES_ALIGNMENT	1	corpus_reachable	AESDEC	672	exact		True	True	aesni_aesdec_memory_exact		
AESDEC_XMMdq_XMMdq	AESDEC	AES	AES	AES	REQUIRES_ALIGNMENT	1	corpus_reachable	AESDEC	672	exact		True	True	aesni_aesdec_register_exact		
AESENC128KL_XMMu8_MEMu8	AESENC128KL	KEYLOCKER	KEYLOCKER	KEYLOCKER		1	corpus_reachable	AESENC128KL	1206	exact		True	True	extra_keylocker_aesenc128		
AESENC256KL_XMMu8_MEMu8	AESENC256KL	KEYLOCKER	KEYLOCKER	KEYLOCKER		1	corpus_reachable	AESENC256KL	1207	exact		True	True	extra_keylocker_aesenc256		
AESENCLAST_XMMdq_MEMdq	AESENCLAST	AES	AES	AES	REQUIRES_ALIGNMENT	1	corpus_reachable	AESENCLAST	671	exact		True	True	aesni_aesenclast_memory_exact		
AESENCLAST_XMMdq_XMMdq	AESENCLAST	AES	AES	AES	REQUIRES_ALIGNMENT	1	corpus_reachable	AESENCLAST	671	exact		True	True	aesni_aesenclast_register_exact		
AESENCWIDE128KL_MEMu8	AESENCWIDE128KL	KEYLOCKER_WIDE	KEYLOCKER_WIDE	KEYLOCKER_WIDE		1	corpus_reachable	AESENCWIDE128KL	1208	exact		True	True	extra_keylocker_aesencwide128,extra_keylocker_wide_mode32		
AESENCWIDE256KL_MEMu8	AESENCWIDE256KL	KEYLOCKER_WIDE	KEYLOCKER_WIDE	KEYLOCKER_WIDE		1	corpus_reachable	AESENCWIDE256KL	1209	exact		True	True	extra_keylocker_aesencwide256		
AESENC_XMMdq_MEMdq	AESENC	AES	AES	AES	REQUIRES_ALIGNMENT	1	corpus_reachable	AESENC	670	exact		True	True	aesni_aesenc_memory_exact		
AESENC_XMMdq_XMMdq	AESENC	AES	AES	AES	REQUIRES_ALIGNMENT	1	corpus_reachable	AESENC	670	exact		True	True	extra_keylocker_aesni_collision_not_stolen		
AESIMC_XMMdq_MEMdq	AESIMC	AES	AES	AES	REQUIRES_ALIGNMENT	1	corpus_reachable	AESIMC	674	exact		True	True	aesni_aesimc_memory_exact		
AESIMC_XMMdq_XMMdq	AESIMC	AES	AES	AES	REQUIRES_ALIGNMENT	1	corpus_reachable	AESIMC	674	exact		True	True	aesni_aesimc_register_exact		
AESKEYGENASSIST_XMMdq_MEMdq_IMMb	AESKEYGENASSIST	AES	AES	AES	REQUIRES_ALIGNMENT	1	corpus_reachable	AESKEYGENASSIST	675	exact		True	True	aesni_aeskeygenassist_memory_exact		
AESKEYGENASSIST_XMMdq_XMMdq_IMMb	AESKEYGENASSIST	AES	AES	AES	REQUIRES_ALIGNMENT	1	corpus_reachable	AESKEYGENASSIST	675	exact		True	True	aesni_aeskeygenassist_register_exact		
ANDNPD_XMMxuq_MEMxuq	ANDNPD	LOGICAL_FP	SSE2	SSE2	REQUIRES_ALIGNMENT	1	corpus_reachable	ANDNPD	348	exact		True	True	sse2_andnpd_memory_exact		
ANDNPD_XMMxuq_XMMxuq	ANDNPD	LOGICAL_FP	SSE2	SSE2	REQUIRES_ALIGNMENT	1	corpus_reachable	ANDNPD	348	exact		True	True	sse2_andnpd_register_exact		
ANDNPS_XMMxud_MEMxud	ANDNPS	LOGICAL_FP	SSE	SSE	REQUIRES_ALIGNMENT	1	corpus_reachable	ANDNPS	290	exact		True	True	sse_andnps_memory_exact		
ANDNPS_XMMxud_XMMxud	ANDNPS	LOGICAL_FP	SSE	SSE	REQUIRES_ALIGNMENT	1	corpus_reachable	ANDNPS	290	exact		True	True	sse_andnps_register_exact		
ANDN_GPR32d_GPR32d_GPR32d	ANDN	BMI1	BMI1	BMI1		2	corpus_reachable	ANDN	684	exact		True	True	bmi1_andn_register32_exact		
ANDN_GPR32d_GPR32d_MEMd	ANDN	BMI1	BMI1	BMI1		2	corpus_reachable	ANDN	684	exact		True	True	bmi1_andn_memory32_exact		
ANDN_GPR32i32_GPR32i32_GPR32i32_APX	ANDN	BMI1	BMI1	APX_F_BMI1		1	corpus_reachable	ANDN	684	exact		True	True	cycle102_apx_andn_reg32		cycle102_apx_andn_profile_gate
ANDN_GPR32i32_GPR32i32_GPR32i32_APX_N3	ANDN	BMI1	BMI1	APX_F_BMI1_N3	APX_NF	1	corpus_reachable	ANDN	684	exact		True	True	cycle102_apx_andn_nf_reg32		
ANDN_GPR32i32_GPR32i32_MEMi32_APX	ANDN	BMI1	BMI1	APX_F_BMI1	DISP8_NO_SCALE	1	corpus_reachable	ANDN	684	exact		True	True	cycle102_apx_andn_mem32		
ANDN_GPR32i32_GPR32i32_MEMi32_APX_N3	ANDN	BMI1	BMI1	APX_F_BMI1_N3	APX_NF DISP8_NO_SCALE	1	corpus_reachable	ANDN	684	exact		True	True	cycle102_apx_andn_nf_mem32		
ANDN_GPR64i64_GPR64i64_GPR64i64_APX	ANDN	BMI1	BMI1	APX_F_BMI1		1	corpus_reachable	ANDN	684	exact		True	True	cycle102_apx_andn_reg64		
ANDN_GPR64i64_GPR64i64_GPR64i64_APX_N3	ANDN	BMI1	BMI1	APX_F_BMI1_N3	APX_NF	1	corpus_reachable	ANDN	684	exact		True	True	cycle102_apx_andn_nf_reg64		
ANDN_GPR64i64_GPR64i64_MEMi64_APX	ANDN	BMI1	BMI1	APX_F_BMI1	DISP8_NO_SCALE	1	corpus_reachable	ANDN	684	exact		True	True	cycle102_apx_andn_mem64		
ANDN_GPR64i64_GPR64i64_MEMi64_APX_N3	ANDN	BMI1	BMI1	APX_F_BMI1_N3	APX_NF DISP8_NO_SCALE	1	corpus_reachable	ANDN	684	exact		True	True	cycle102_apx_andn_nf_mem64		
ANDN_GPR64q_GPR64q_GPR64q	ANDN	BMI1	BMI1	BMI1		1	corpus_reachable	ANDN	684	exact		True	True	bmi1_andn_register64_exact,cycle2_p185_andn64_reg		
ANDN_GPR64q_GPR64q_MEMq	ANDN	BMI1	BMI1	BMI1		1	corpus_reachable	ANDN	684	exact		True	True	bmi1_andn_memory64_exact		
ANDPD_XMMxuq_MEMxuq	ANDPD	LOGICAL_FP	SSE2	SSE2	REQUIRES_ALIGNMENT	1	corpus_reachable	ANDPD	347	exact		True	True	sse2_andpd_memory_exact		
ANDPD_XMMxuq_XMMxuq	ANDPD	LOGICAL_FP	SSE2	SSE2	REQUIRES_ALIGNMENT	1	corpus_reachable	ANDPD	347	exact		True	True	sse2_andpd_register_exact		
ANDPS_XMMxud_MEMxud	ANDPS	LOGICAL_FP	SSE	SSE	REQUIRES_ALIGNMENT	1	corpus_reachable	ANDPS	289	exact		True	True	sse_andps_memory_exact		
ANDPS_XMMxud_XMMxud	ANDPS	LOGICAL_FP	SSE	SSE	REQUIRES_ALIGNMENT	1	corpus_reachable	ANDPS	289	exact		True	True	sse_andps_register_exact		
AND_AL_IMMb	AND	LOGICAL	BASE	I86	BYTEOP	1	corpus_reachable	AND	7	exact		True	True	legacy_and_al_imm8_exact		
AND_GPR8_GPR8_20	AND	LOGICAL	BASE	I86	BYTEOP	1	corpus_reachable	AND	7	exact		True	True	legacy_and_al_cl_exact		
AND_GPR8_GPR8_22	AND	LOGICAL	BASE	I86	BYTEOP	1	corpus_reachable	AND	7	exact		True	True	legacy_and_cl_al_exact		
AND_GPR8_IMMb_80r4	AND	LOGICAL	BASE	I86	BYTEOP	1	corpus_reachable	AND	7	exact		True	True	legacy_and_group_al_imm8_exact		
AND_GPR8_IMMb_82r4	AND	LOGICAL	BASE	I86	BYTEOP	1	corpus_reachable	AND	7	exact		True	True	legacy_and_group_al_imm8_opcode82_exact		
AND_GPR8_MEMb	AND	LOGICAL	BASE	I86	BYTEOP	1	corpus_reachable	AND	7	exact		True	True	legacy_and_cl_mem8_exact		
AND_GPR8i8_GPR8i8_APX	AND	LOGICAL	APXEVEX	APX_F	BYTEOP	2	corpus_reachable	AND	7	exact		True	True	cycle394_apx_and_gpr8		
AND_GPR8i8_GPR8i8_APX_N3	AND	LOGICAL	APXEVEX	APX_F_N3	APX_NF BYTEOP	2	corpus_reachable	AND	7	exact		True	True	cycle394_apx_and_nf_gpr8		
AND_GPR8i8_GPR8i8_GPR8i8_APX_N3	AND	LOGICAL	APXEVEX	APX_F_N3	APX_NDD APX_NF BYTEOP	4	corpus_reachable	AND	7	exact		True	True	cycle394_apx_and_ndd_gpr8		
AND_GPR8i8_GPR8i8_IMM8_APX_N3	AND	LOGICAL	APXEVEX	APX_F_N3	APX_NDD APX_NF BYTEOP	2	corpus_reachable	AND	7	exact		True	True	cycle395_apx_and_ndd_gpr8_imm8		
AND_GPR8i8_GPR8i8_MEMi8_APX_N3	AND	LOGICAL	APXEVEX	APX_F_N3	APX_NDD APX_NF BYTEOP DISP8_NO_SCALE	2	corpus_reachable	AND	7	exact		True	True	cycle394_apx_and_ndd_gpr8_mem8		
AND_GPR8i8_IMM8_APX	AND	LOGICAL	APXEVEX	APX_F	BYTEOP	1	corpus_reachable	AND	7	exact		True	True	cycle395_apx_and_gpr8_imm8		
AND_GPR8i8_IMM8_APX_N3	AND	LOGICAL	APXEVEX	APX_F_N3	APX_NF BYTEOP	1	corpus_reachable	AND	7	exact		True	True	cycle395_apx_and_nf_gpr8_imm8		
AND_GPR8i8_MEMi8_APX	AND	LOGICAL	APXEVEX	APX_F	BYTEOP DISP8_NO_SCALE	1	corpus_reachable	AND	7	exact		True	True	cycle394_apx_and_gpr8_mem8		
AND_GPR8i8_MEMi8_APX_N3	AND	LOGICAL	APXEVEX	APX_F_N3	APX_NF BYTEOP DISP8_NO_SCALE	1	corpus_reachable	AND	7	exact		True	True	cycle394_apx_and_nf_gpr8_mem8		
AND_GPR8i8_MEMi8_GPR8i8_APX_N3	AND	LOGICAL	APXEVEX	APX_F_N3	APX_NDD APX_NF BYTEOP DISP8_NO_SCALE	2	corpus_reachable	AND	7	exact		True	True	cycle394_apx_and_ndd_mem8_gpr8		
AND_GPR8i8_MEMi8_IMM8_APX_N3	AND	LOGICAL	APXEVEX	APX_F_N3	APX_NDD APX_NF BYTEOP DISP8_NO_SCALE	2	corpus_reachable	AND	7	exact		True	True	cycle395_apx_and_ndd_mem8_imm8		
AND_GPRv_GPRv_21	AND	LOGICAL	BASE	I86		1	corpus_reachable	AND	7	exact		True	True	extra_apx_rex2_and_r24_r25		
AND_GPRv_GPRv_23	AND	LOGICAL	BASE	I86		1	corpus_reachable	AND	7	exact		True	True	legacy_and_ecx_eax_exact		
AND_GPRv_GPRv_APX	AND	LOGICAL	APXEVEX	APX_F		4	corpus_reachable	AND	7	exact		True	True	cycle393_apx_and_gpr		
AND_GPRv_GPRv_APX_N3	AND	LOGICAL	APXEVEX	APX_F_N3	APX_NF	4	corpus_reachable	AND	7	exact		True	True	cycle393_apx_and_nf_gpr		
AND_GPRv_GPRv_GPRv_APX_N3	AND	LOGICAL	APXEVEX	APX_F_N3	APX_NDD APX_NF	8	corpus_reachable	AND	7	exact		True	True	cycle393_apx_and_ndd_gpr,extra_apx_ndd_and,extra_apx_nf_and		
AND_GPRv_GPRv_IMM8_APX_N3	AND	LOGICAL	APXEVEX	APX_F_N3	APX_NDD APX_NF	4	corpus_reachable	AND	7	exact		True	True	cycle395_apx_and_ndd_gprv_imm8		
AND_GPRv_GPRv_IMMz_APX_N3	AND	LOGICAL	APXEVEX	APX_F_N3	APX_NDD APX_NF	4	corpus_reachable	AND	7	exact		True	True	cycle395_apx_and_ndd_gprv_immz		
AND_GPRv_GPRv_MEMv_APX_N3	AND	LOGICAL	APXEVEX	APX_F_N3	APX_NDD APX_NF DISP8_NO_SCALE	4	corpus_reachable	AND	7	exact		True	True	cycle393_apx_and_ndd_gpr_mem		
AND_GPRv_IMM8_APX	AND	LOGICAL	APXEVEX	APX_F		2	corpus_reachable	AND	7	exact		True	True	cycle395_apx_and_gprv_imm8		
AND_GPRv_IMM8_APX_N3	AND	LOGICAL	APXEVEX	APX_F_N3	APX_NF	2	corpus_reachable	AND	7	exact		True	True	cycle395_apx_and_nf_gprv_imm8		
AND_GPRv_IMMb	AND	LOGICAL	BASE	I86		1	corpus_reachable	AND	7	exact		True	True	legacy_and_eax_imm8_exact		
AND_GPRv_IMMz	AND	LOGICAL	BASE	I86		1	corpus_reachable	AND	7	exact		True	True	legacy_and_eax_imm32_exact		
AND_GPRv_IMMz_APX	AND	LOGICAL	APXEVEX	APX_F		2	corpus_reachable	AND	7	exact		True	True	cycle395_apx_and_gprv_immz		
AND_GPRv_IMMz_APX_N3	AND	LOGICAL	APXEVEX	APX_F_N3	APX_NF	2	corpus_reachable	AND	7	exact		True	True	cycle395_apx_and_nf_gprv_immz		
AND_GPRv_MEMv	AND	LOGICAL	BASE	I86		1	corpus_reachable	AND	7	exact		True	True	legacy_and_ecx_mem32_exact		
AND_GPRv_MEMv_APX	AND	LOGICAL	APXEVEX	APX_F	DISP8_NO_SCALE	2	corpus_reachable	AND	7	exact		True	True	cycle393_apx_and_gpr_mem		
AND_GPRv_MEMv_APX_N3	AND	LOGICAL	APXEVEX	APX_F_N3	APX_NF DISP8_NO_SCALE	2	corpus_reachable	AND	7	exact		True	True	cycle393_apx_and_nf_gpr_mem		
AND_GPRv_MEMv_GPRv_APX_N3	AND	LOGICAL	APXEVEX	APX_F_N3	APX_NDD APX_NF DISP8_NO_SCALE	4	corpus_reachable	AND	7	exact		True	True	cycle393_apx_and_ndd_mem_gpr		
AND_GPRv_MEMv_IMM8_APX_N3	AND	LOGICAL	APXEVEX	APX_F_N3	APX_NDD APX_NF DISP8_NO_SCALE	4	corpus_reachable	AND	7	exact		True	True	cycle395_apx_and_ndd_memv_imm8		
AND_GPRv_MEMv_IMMz_APX_N3	AND	LOGICAL	APXEVEX	APX_F_N3	APX_NDD APX_NF DISP8_NO_SCALE	4	corpus_reachable	AND	7	exact		True	True	cycle395_apx_and_ndd_memv_immz		
AND_LOCK_MEMb_GPR8	AND_LOCK	LOGICAL	BASE	I86	BYTEOP HLE_ACQ_ABLE HLE_REL_ABLE LOCKED	1	corpus_reachable	AND_LOCK	1210	exact		False	True	and_lock_memory8_cl_exact		
AND_LOCK_MEMb_IMMb_80r4	AND_LOCK	LOGICAL	BASE	I86	BYTEOP HLE_ACQ_ABLE HLE_REL_ABLE LOCKED	1	corpus_reachable	AND_LOCK	1210	exact		False	True	and_lock_memory8_imm8_exact		
AND_LOCK_MEMb_IMMb_82r4	AND_LOCK	LOGICAL	BASE	I86	BYTEOP HLE_ACQ_ABLE HLE_REL_ABLE LOCKED	1	corpus_reachable	AND_LOCK	1210	exact		False	True	and_lock_memory8_imm8_opcode82_exact		
AND_LOCK_MEMv_GPRv	AND_LOCK	LOGICAL	BASE	I86	HLE_ACQ_ABLE HLE_REL_ABLE LOCKED	1	corpus_reachable	AND_LOCK	1210	exact		False	True	and_lock_memory32_ecx_exact		
AND_LOCK_MEMv_IMMb	AND_LOCK	LOGICAL	BASE	I86	HLE_ACQ_ABLE HLE_REL_ABLE LOCKED	1	corpus_reachable	AND_LOCK	1210	exact		False	True	and_lock_memory32_imm8_exact		
AND_LOCK_MEMv_IMMz	AND_LOCK	LOGICAL	BASE	I86	HLE_ACQ_ABLE HLE_REL_ABLE LOCKED	1	corpus_reachable	AND_LOCK	1210	exact		False	True	and_lock_memory32_imm32_exact		
AND_MEMb_GPR8	AND	LOGICAL	BASE	I86	BYTEOP LOCKABLE	1	corpus_reachable	AND	7	exact		True	True	legacy_and_mem8_al_exact		
AND_MEMb_IMMb_80r4	AND	LOGICAL	BASE	I86	BYTEOP LOCKABLE	1	corpus_reachable	AND	7	exact		True	True	legacy_and_mem8_imm8_exact		
AND_MEMb_IMMb_82r4	AND	LOGICAL	BASE	I86	BYTEOP LOCKABLE	1	corpus_reachable	AND	7	exact		True	True	legacy_and_mem8_imm8_opcode82_exact		
AND_MEMi8_GPR8i8_APX	AND	LOGICAL	APXEVEX	APX_F	BYTEOP DISP8_NO_SCALE	1	corpus_reachable	AND	7	exact		True	True	cycle394_apx_and_mem8_gpr8		
AND_MEMi8_GPR8i8_APX_N3	AND	LOGICAL	APXEVEX	APX_F_N3	APX_NF BYTEOP DISP8_NO_SCALE	1	corpus_reachable	AND	7	exact		True	True	cycle394_apx_and_nf_mem8_gpr8		
AND_MEMi8_IMM8_APX	AND	LOGICAL	APXEVEX	APX_F	BYTEOP DISP8_NO_SCALE	1	corpus_reachable	AND	7	exact		True	True	cycle395_apx_and_mem8_imm8		
AND_MEMi8_IMM8_APX_N3	AND	LOGICAL	APXEVEX	APX_F_N3	APX_NF BYTEOP DISP8_NO_SCALE	1	corpus_reachable	AND	7	exact		True	True	cycle395_apx_and_nf_mem8_imm8		
AND_MEMv_GPRv	AND	LOGICAL	BASE	I86	LOCKABLE	1	corpus_reachable	AND	7	exact		True	True	legacy_and_mem32_eax_exact		
AND_MEMv_GPRv_APX	AND	LOGICAL	APXEVEX	APX_F	DISP8_NO_SCALE	2	corpus_reachable	AND	7	exact		True	True	cycle393_apx_and_mem_gpr		
AND_MEMv_GPRv_APX_N3	AND	LOGICAL	APXEVEX	APX_F_N3	APX_NF DISP8_NO_SCALE	2	corpus_reachable	AND	7	exact		True	True	cycle393_apx_and_nf_mem_gpr		
AND_MEMv_IMM8_APX	AND	LOGICAL	APXEVEX	APX_F	DISP8_NO_SCALE	2	corpus_reachable	AND	7	exact		True	True	cycle395_apx_and_memv_imm8		
AND_MEMv_IMM8_APX_N3	AND	LOGICAL	APXEVEX	APX_F_N3	APX_NF DISP8_NO_SCALE	2	corpus_reachable	AND	7	exact		True	True	cycle395_apx_and_nf_memv_imm8		
AND_MEMv_IMMb	AND	LOGICAL	BASE	I86	LOCKABLE	1	corpus_reachable	AND	7	exact		True	True	legacy_and_mem32_imm8_exact		
AND_MEMv_IMMz	AND	LOGICAL	BASE	I86	LOCKABLE	1	corpus_reachable	AND	7	exact		True	True	legacy_and_mem32_imm32_exact		
AND_MEMv_IMMz_APX	AND	LOGICAL	APXEVEX	APX_F	DISP8_NO_SCALE	2	corpus_reachable	AND	7	exact		True	True	cycle395_apx_and_memv_immz		
AND_MEMv_IMMz_APX_N3	AND	LOGICAL	APXEVEX	APX_F_N3	APX_NF DISP8_NO_SCALE	2	corpus_reachable	AND	7	exact		True	True	cycle395_apx_and_nf_memv_immz		
AND_OrAX_IMMz	AND	LOGICAL	BASE	I86		1	corpus_reachable	AND	7	exact		True	True	legacy_and_eax_acc_imm32_exact		
AOR_MEM32_GPR32	AOR	LEGACY	RAO	RAO_INT	ATOMIC NOTSX REQUIRES_ALIGNMENT_4B	1	corpus_reachable	AOR	1211	exact		True	True	extra_rao_aor_dword		
AOR_MEM64_GPR64	AOR	LEGACY	RAO	RAO_INT	ATOMIC NOTSX REQUIRES_ALIGNMENT_8B	1	corpus_reachable	AOR	1211	exact		True	True	extra_rao_aor_qword		
AOR_MEMi32_GPR32i32_APX	AOR	APX	RAO	APX_F_RAO_INT	ATOMIC DISP8_NO_SCALE NOTSX REQUIRES_ALIGNMENT_4B	1	corpus_reachable	AOR	1211	exact		True	True	extra_apx_rao_aor_dword		
AOR_MEMi64_GPR64i64_APX	AOR	APX	RAO	APX_F_RAO_INT	ATOMIC DISP8_NO_SCALE NOTSX REQUIRES_ALIGNMENT_8B	1	corpus_reachable	AOR	1211	exact		True	True	extra_apx_rao_aor_qword		
ARPL_GPR16_GPR16	ARPL	SYSTEM	BASE	I286PROTECTED	PROTECTED_MODE	1	corpus_reachable	ARPL	8	exact		True	True	legacy_arpl_r16_r16_exact		
ARPL_MEMw_GPR16	ARPL	SYSTEM	BASE	I286PROTECTED	PROTECTED_MODE	1	corpus_reachable	ARPL	8	exact		True	True	legacy_arpl_m16_r16_exact		
AXOR_MEM32_GPR32	AXOR	LEGACY	RAO	RAO_INT	ATOMIC NOTSX REQUIRES_ALIGNMENT_4B	1	corpus_reachable	AXOR	1212	exact		True	True	extra_rao_axor_dword		
AXOR_MEM64_GPR64	AXOR	LEGACY	RAO	RAO_INT	ATOMIC NOTSX REQUIRES_ALIGNMENT_8B	1	corpus_reachable	AXOR	1212	exact		True	True	extra_rao_axor_qword		
AXOR_MEMi32_GPR32i32_APX	AXOR	APX	RAO	APX_F_RAO_INT	ATOMIC DISP8_NO_SCALE NOTSX REQUIRES_ALIGNMENT_4B	1	corpus_reachable	AXOR	1212	exact		True	True	extra_apx_rao_axor_dword		
AXOR_MEMi64_GPR64i64_APX	AXOR	APX	RAO	APX_F_RAO_INT	ATOMIC DISP8_NO_SCALE NOTSX REQUIRES_ALIGNMENT_8B	1	corpus_reachable	AXOR	1212	exact		True	True	extra_apx_rao_axor_qword		
BEXTR_GPR32d_GPR32d_GPR32d	BEXTR	BMI1	BMI1	BMI1		2	corpus_reachable	BEXTR	685	exact		True	True	bmi1_bextr_register32_exact		
BEXTR_GPR32d_MEMd_GPR32d	BEXTR	BMI1	BMI1	BMI1		2	corpus_reachable	BEXTR	685	exact		True	True	bmi1_bextr_memory32_exact		
BEXTR_GPR32i32_GPR32i32_GPR32i32_APX	BEXTR	BMI1	BMI1	APX_F_BMI1		1	corpus_reachable	BEXTR	685	exact		True	True	cycle103_apx_bextr_reg32		cycle103_apx_bextr_profile_gate
BEXTR_GPR32i32_GPR32i32_GPR32i32_APX_N3	BEXTR	BMI1	BMI1	APX_F_BMI1_N3	APX_NF	1	corpus_reachable	BEXTR	685	exact		True	True	cycle103_apx_bextr_nf_reg32		
BEXTR_GPR32i32_MEMi32_GPR32i32_APX	BEXTR	BMI1	BMI1	APX_F_BMI1	DISP8_NO_SCALE	1	corpus_reachable	BEXTR	685	exact		True	True	cycle103_apx_bextr_mem32		
BEXTR_GPR32i32_MEMi32_GPR32i32_APX_N3	BEXTR	BMI1	BMI1	APX_F_BMI1_N3	APX_NF DISP8_NO_SCALE	1	corpus_reachable	BEXTR	685	exact		True	True	cycle103_apx_bextr_nf_mem32		
BEXTR_GPR64i64_GPR64i64_GPR64i64_APX	BEXTR	BMI1	BMI1	APX_F_BMI1		1	corpus_reachable	BEXTR	685	exact		True	True	cycle103_apx_bextr_reg64		
