leaf_index	instruction_set	width	fixed_mask	fixed_value	fixed_bits	internal_name	mnemonic	assembly_template	feature_condition_id	all_conditions_digest	assertions_digest	operation_id	alias_count	form_id	source_order
5305	A64	32	0xfff0e000	0xe5e0e000	15	st1d_z_p_bi_	ST1D	ST1D<rule:SPACE>{<rule:OPT_SPACE><rule:Zt>.D<rule:OPT_SPACE>}<rule:COMMA><rule:Pg><rule:COMMA>[<rule:XnSP__3><rule:optional_imm__10>]	93	0b4afea010c48842951d00e1b606cd5d78eb49c87811fe46cfc535ddd52672bc	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	st1d_z_p_bi	0	A64/sve/sve_memst_si/sve_mem_cst_si/st1d_z_p_bi_	3531
5306	A64	32	0xfff0e000	0xe5f0e000	15	st4d_z_p_bi_contiguous	ST4D	ST4D<rule:SPACE>{<rule:OPT_SPACE><rule:Zt1__5>.D<rule:COMMA><rule:Zt2__4>.D<rule:COMMA><rule:Zt3__2>.D<rule:COMMA><rule:Zt4__3>.D<rule:OPT_SPACE>}<rule:COMMA><rule:Pg><rule:COMMA>[<rule:XnSP__3><rule:optional_imm__8>]	43	aea8c59c4f1552701f3557c7c60f90d91a5525000b4948ed68729127a0b96a41	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	st4d_z_p_bi	0	A64/sve/sve_memst_si/sve_mem_est_si/st4d_z_p_bi_contiguous	3547
5307	A64	32	0xffc00000	0xe8000000	10	STTNP_64_ldstnapair_offs	STTNP	STTNP<rule:SPACE><rule:Xt1OrXZR><rule:COMMA><rule:Xt2OrXZR><rule:COMMA>[<rule:XnSP_option><rule:imm7_option__2>]	171	c0a0feae65e31c118793294e72537a08baaee04236d6f54e3b35e0daa3d7244a	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	STTNP_gen	0	A64/ldst/ldstnapair_offs/STTNP_64_ldstnapair_offs	5085
5308	A64	32	0xffc00000	0xe8400000	10	LDTNP_64_ldstnapair_offs	LDTNP	LDTNP<rule:SPACE><rule:Xt1OrXZR><rule:COMMA><rule:Xt2OrXZR><rule:COMMA>[<rule:XnSP_option><rule:imm7_option__2>]	171	c0a0feae65e31c118793294e72537a08baaee04236d6f54e3b35e0daa3d7244a	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	LDTNP_gen	0	A64/ldst/ldstnapair_offs/LDTNP_64_ldstnapair_offs	5086
5309	A64	32	0xffc00000	0xe8800000	10	STTP_64_ldstpair_post	STTP	STTP<rule:SPACE><rule:Xt1OrXZR><rule:COMMA><rule:Xt2OrXZR><rule:COMMA>[<rule:XnSP_option>]<rule:COMMA><rule:hash><rule:imm__15>	171	c0a0feae65e31c118793294e72537a08baaee04236d6f54e3b35e0daa3d7244a	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	STTP_gen	0	A64/ldst/ldstpair_post/STTP_64_ldstpair_post	5101
5310	A64	32	0xffc00000	0xe8c00000	10	LDTP_64_ldstpair_post	LDTP	LDTP<rule:SPACE><rule:Xt1OrXZR><rule:COMMA><rule:Xt2OrXZR><rule:COMMA>[<rule:XnSP_option>]<rule:COMMA><rule:hash><rule:imm__15>	171	c0a0feae65e31c118793294e72537a08baaee04236d6f54e3b35e0daa3d7244a	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	LDTP_gen	0	A64/ldst/ldstpair_post/LDTP_64_ldstpair_post	5102
5311	A64	32	0xffc00000	0xe9000000	10	STTP_64_ldstpair_off	STTP	STTP<rule:SPACE><rule:Xt1OrXZR><rule:COMMA><rule:Xt2OrXZR><rule:COMMA>[<rule:XnSP_option><rule:imm7_option__2>]	171	c0a0feae65e31c118793294e72537a08baaee04236d6f54e3b35e0daa3d7244a	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	STTP_gen	0	A64/ldst/ldstpair_off/STTP_64_ldstpair_off	5117
5312	A64	32	0xffc00000	0xe9400000	10	LDTP_64_ldstpair_off	LDTP	LDTP<rule:SPACE><rule:Xt1OrXZR><rule:COMMA><rule:Xt2OrXZR><rule:COMMA>[<rule:XnSP_option><rule:imm7_option__2>]	171	c0a0feae65e31c118793294e72537a08baaee04236d6f54e3b35e0daa3d7244a	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	LDTP_gen	0	A64/ldst/ldstpair_off/LDTP_64_ldstpair_off	5118
5313	A64	32	0xffc00000	0xe9800000	10	STTP_64_ldstpair_pre	STTP	STTP<rule:SPACE><rule:Xt1OrXZR><rule:COMMA><rule:Xt2OrXZR><rule:COMMA>[<rule:XnSP_option><rule:COMMA><rule:hash><rule:imm__15>]!	171	c0a0feae65e31c118793294e72537a08baaee04236d6f54e3b35e0daa3d7244a	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	STTP_gen	0	A64/ldst/ldstpair_pre/STTP_64_ldstpair_pre	5133
5314	A64	32	0xffc00000	0xe9c00000	10	LDTP_64_ldstpair_pre	LDTP	LDTP<rule:SPACE><rule:Xt1OrXZR><rule:COMMA><rule:Xt2OrXZR><rule:COMMA>[<rule:XnSP_option><rule:COMMA><rule:hash><rule:imm__15>]!	171	c0a0feae65e31c118793294e72537a08baaee04236d6f54e3b35e0daa3d7244a	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	LDTP_gen	0	A64/ldst/ldstpair_pre/LDTP_64_ldstpair_pre	5134
5315	A64	32	0xff200000	0xea000000	9	ANDS_64_log_shift	ANDS	ANDS<rule:SPACE><rule:XdOrXZR__6><rule:COMMA><rule:XnOrXZR__12><rule:COMMA><rule:XmOrXZR__4><rule:optional_shift__5>	0	ff1b9c1f7187a735a1bcc642ced4c2e0d2054e740f6a90b5a20679117a54643e	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	ANDS_log_shift	1	A64/dpreg/log_shift/ANDS_64_log_shift	5667
5316	A64	32	0xff200000	0xea200000	9	BICS_64_log_shift	BICS	BICS<rule:SPACE><rule:XdOrXZR__6><rule:COMMA><rule:XnOrXZR__12><rule:COMMA><rule:XmOrXZR__4><rule:optional_shift__5>	0	ff1b9c1f7187a735a1bcc642ced4c2e0d2054e740f6a90b5a20679117a54643e	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	BICS	0	A64/dpreg/log_shift/BICS_64_log_shift	5668
5317	A64	32	0xff200000	0xeb000000	9	SUBS_64_addsub_shift	SUBS	SUBS<rule:SPACE><rule:XdOrXZR__6><rule:COMMA><rule:XnOrXZR__12><rule:COMMA><rule:XmOrXZR__4><rule:optional_shift__3>	0	ff1b9c1f7187a735a1bcc642ced4c2e0d2054e740f6a90b5a20679117a54643e	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	SUBS_addsub_shift	2	A64/dpreg/addsub_shift/SUBS_64_addsub_shift	5676
5318	A64	32	0xffe00000	0xeb200000	11	SUBS_64S_addsub_ext	SUBS	SUBS<rule:SPACE><rule:XdOrXZR__6><rule:COMMA><rule:XnSP_option__6><rule:COMMA><rule:R_option__2><rule:Rm_option><rule:optional_extend__17>	0	ff1b9c1f7187a735a1bcc642ced4c2e0d2054e740f6a90b5a20679117a54643e	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	SUBS_addsub_ext	1	A64/dpreg/addsub_ext/SUBS_64S_addsub_ext	5684
5319	A64	32	0xffc00000	0xec000000	10	STTNP_Q_ldstnapair_offs	STTNP	STTNP<rule:SPACE><rule:Qt1><rule:COMMA><rule:Qt2><rule:COMMA>[<rule:XnSP_option><rule:imm7_option__3>]	57	5e320648338c752fdeeaf73e5acb8388fdf1d7cd4c93678eef4de631066daad0	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	STTNP_fpsimd	0	A64/ldst/ldstnapair_offs/STTNP_Q_ldstnapair_offs	5087
5320	A64	32	0xffc00000	0xec400000	10	LDTNP_Q_ldstnapair_offs	LDTNP	LDTNP<rule:SPACE><rule:Qt1><rule:COMMA><rule:Qt2><rule:COMMA>[<rule:XnSP_option><rule:imm7_option__3>]	57	5e320648338c752fdeeaf73e5acb8388fdf1d7cd4c93678eef4de631066daad0	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	LDTNP_fpsimd	0	A64/ldst/ldstnapair_offs/LDTNP_Q_ldstnapair_offs	5088
5321	A64	32	0xffc00000	0xec800000	10	STTP_Q_ldstpair_post	STTP	STTP<rule:SPACE><rule:Qt1><rule:COMMA><rule:Qt2><rule:COMMA>[<rule:XnSP_option>]<rule:COMMA><rule:hash><rule:imm__16>	57	5e320648338c752fdeeaf73e5acb8388fdf1d7cd4c93678eef4de631066daad0	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	STTP_fpsimd	0	A64/ldst/ldstpair_post/STTP_Q_ldstpair_post	5103
5322	A64	32	0xffc00000	0xecc00000	10	LDTP_Q_ldstpair_post	LDTP	LDTP<rule:SPACE><rule:Qt1><rule:COMMA><rule:Qt2><rule:COMMA>[<rule:XnSP_option>]<rule:COMMA><rule:hash><rule:imm__16>	57	5e320648338c752fdeeaf73e5acb8388fdf1d7cd4c93678eef4de631066daad0	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	LDTP_fpsimd	0	A64/ldst/ldstpair_post/LDTP_Q_ldstpair_post	5104
5323	A64	32	0xffc00000	0xed000000	10	STTP_Q_ldstpair_off	STTP	STTP<rule:SPACE><rule:Qt1><rule:COMMA><rule:Qt2><rule:COMMA>[<rule:XnSP_option><rule:imm7_option__3>]	57	5e320648338c752fdeeaf73e5acb8388fdf1d7cd4c93678eef4de631066daad0	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	STTP_fpsimd	0	A64/ldst/ldstpair_off/STTP_Q_ldstpair_off	5119
5324	A64	32	0xffc00000	0xed400000	10	LDTP_Q_ldstpair_off	LDTP	LDTP<rule:SPACE><rule:Qt1><rule:COMMA><rule:Qt2><rule:COMMA>[<rule:XnSP_option><rule:imm7_option__3>]	57	5e320648338c752fdeeaf73e5acb8388fdf1d7cd4c93678eef4de631066daad0	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	LDTP_fpsimd	0	A64/ldst/ldstpair_off/LDTP_Q_ldstpair_off	5120
5325	A64	32	0xffc00000	0xed800000	10	STTP_Q_ldstpair_pre	STTP	STTP<rule:SPACE><rule:Qt1><rule:COMMA><rule:Qt2><rule:COMMA>[<rule:XnSP_option><rule:COMMA><rule:hash><rule:imm__16>]!	57	5e320648338c752fdeeaf73e5acb8388fdf1d7cd4c93678eef4de631066daad0	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	STTP_fpsimd	0	A64/ldst/ldstpair_pre/STTP_Q_ldstpair_pre	5135
5326	A64	32	0xffc00000	0xedc00000	10	LDTP_Q_ldstpair_pre	LDTP	LDTP<rule:SPACE><rule:Qt1><rule:COMMA><rule:Qt2><rule:COMMA>[<rule:XnSP_option><rule:COMMA><rule:hash><rule:imm__16>]!	57	5e320648338c752fdeeaf73e5acb8388fdf1d7cd4c93678eef4de631066daad0	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	LDTP_fpsimd	0	A64/ldst/ldstpair_pre/LDTP_Q_ldstpair_pre	5136
5327	A64	32	0xff800000	0xf1000000	9	SUBS_64S_addsub_imm	SUBS	SUBS<rule:SPACE><rule:XdOrXZR__6><rule:COMMA><rule:XnSP_option__3><rule:COMMA><rule:hash><rule:imm__17><rule:optional_shift>	0	ff1b9c1f7187a735a1bcc642ced4c2e0d2054e740f6a90b5a20679117a54643e	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	SUBS_addsub_imm	1	A64/dpimm/addsub_imm/SUBS_64S_addsub_imm	4400
5328	A64	32	0xff800000	0xf2000000	9	ANDS_64S_log_imm	ANDS	ANDS<rule:SPACE><rule:XdOrXZR__6><rule:COMMA><rule:XnOrXZR__11><rule:COMMA><rule:hash><rule:imm__bitmask>	0	ff1b9c1f7187a735a1bcc642ced4c2e0d2054e740f6a90b5a20679117a54643e	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	ANDS_log_imm	1	A64/dpimm/log_imm/ANDS_64S_log_imm	4418
5329	A64	32	0xff800000	0xf2800000	9	MOVK_64_movewide	MOVK	MOVK<rule:SPACE><rule:XdOrXZR__6><rule:COMMA><rule:hash><rule:imm__18><rule:optional_extend__13>	0	ff1b9c1f7187a735a1bcc642ced4c2e0d2054e740f6a90b5a20679117a54643e	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	MOVK	0	A64/dpimm/movewide/MOVK_64_movewide	4424
5330	A64	32	0xffe0001f	0xf380001f	16	AUTIASPPC_only_dp_1src_imm	AUTIASPPC	AUTIASPPC<rule:SPACE><rule:imm16_offset>	178	4fdf27054b8734842552f84a2c806ebcf8721bcb6c22b5638369a9a0a299fcd9	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	AUTIASPPC_imm	0	A64/dpimm/dp_1src_imm/AUTIASPPC_only_dp_1src_imm	4387
5331	A64	32	0xffe0001f	0xf3a0001f	16	AUTIBSPPC_only_dp_1src_imm	AUTIBSPPC	AUTIBSPPC<rule:SPACE><rule:imm16_offset>	178	4fdf27054b8734842552f84a2c806ebcf8721bcb6c22b5638369a9a0a299fcd9	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	AUTIBSPPC_imm	0	A64/dpimm/dp_1src_imm/AUTIBSPPC_only_dp_1src_imm	4388
5332	A64	32	0xffe0c000	0xf4000000	13	CBGT_64_regs	CBGT	CBGT<rule:SPACE><rule:XtOrXZR><rule:COMMA><rule:XmOrXZR__4><rule:COMMA><rule:imm9_offset>	127	c3754b90556faff6271901fd133e1956fcf8b8d53fe29845a1eb0f3c1efa4a5a	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	CBcc_regs	1	A64/control/compbranch_regs/CBGT_64_regs	4544
5333	A64	32	0xffe0c000	0xf4200000	13	CBGE_64_regs	CBGE	CBGE<rule:SPACE><rule:XtOrXZR><rule:COMMA><rule:XmOrXZR__4><rule:COMMA><rule:imm9_offset>	127	c3754b90556faff6271901fd133e1956fcf8b8d53fe29845a1eb0f3c1efa4a5a	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	CBcc_regs	1	A64/control/compbranch_regs/CBGE_64_regs	4545
5334	A64	32	0xffe0c000	0xf4400000	13	CBHI_64_regs	CBHI	CBHI<rule:SPACE><rule:XtOrXZR><rule:COMMA><rule:XmOrXZR__4><rule:COMMA><rule:imm9_offset>	127	c3754b90556faff6271901fd133e1956fcf8b8d53fe29845a1eb0f3c1efa4a5a	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	CBcc_regs	1	A64/control/compbranch_regs/CBHI_64_regs	4546
5335	A64	32	0xffe0c000	0xf4600000	13	CBHS_64_regs	CBHS	CBHS<rule:SPACE><rule:XtOrXZR><rule:COMMA><rule:XmOrXZR__4><rule:COMMA><rule:imm9_offset>	127	c3754b90556faff6271901fd133e1956fcf8b8d53fe29845a1eb0f3c1efa4a5a	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	CBcc_regs	1	A64/control/compbranch_regs/CBHS_64_regs	4547
5336	A64	32	0xffe0c000	0xf4c00000	13	CBEQ_64_regs	CBEQ	CBEQ<rule:SPACE><rule:XtOrXZR><rule:COMMA><rule:XmOrXZR__4><rule:COMMA><rule:imm9_offset>	127	c3754b90556faff6271901fd133e1956fcf8b8d53fe29845a1eb0f3c1efa4a5a	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	CBcc_regs	0	A64/control/compbranch_regs/CBEQ_64_regs	4548
5337	A64	32	0xffe0c000	0xf4e00000	13	CBNE_64_regs	CBNE	CBNE<rule:SPACE><rule:XtOrXZR><rule:COMMA><rule:XmOrXZR__4><rule:COMMA><rule:imm9_offset>	127	c3754b90556faff6271901fd133e1956fcf8b8d53fe29845a1eb0f3c1efa4a5a	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	CBcc_regs	0	A64/control/compbranch_regs/CBNE_64_regs	4549
5338	A64	32	0xffe04000	0xf5000000	12	CBGT_64_imm	CBGT	CBGT<rule:SPACE><rule:XtOrXZR><rule:COMMA><rule:hash><rule:imm_cbr><rule:COMMA><rule:imm9_offset>	127	c3754b90556faff6271901fd133e1956fcf8b8d53fe29845a1eb0f3c1efa4a5a	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	CBcc_imm	1	A64/control/compbranch_imm/CBGT_64_imm	4556
5339	A64	32	0xffe04000	0xf5200000	12	CBLT_64_imm	CBLT	CBLT<rule:SPACE><rule:XtOrXZR><rule:COMMA><rule:hash><rule:imm_cbr><rule:COMMA><rule:imm9_offset>	127	c3754b90556faff6271901fd133e1956fcf8b8d53fe29845a1eb0f3c1efa4a5a	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	CBcc_imm	1	A64/control/compbranch_imm/CBLT_64_imm	4557
5340	A64	32	0xffe04000	0xf5400000	12	CBHI_64_imm	CBHI	CBHI<rule:SPACE><rule:XtOrXZR><rule:COMMA><rule:hash><rule:imm_cbr><rule:COMMA><rule:imm9_offset>	127	c3754b90556faff6271901fd133e1956fcf8b8d53fe29845a1eb0f3c1efa4a5a	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	CBcc_imm	1	A64/control/compbranch_imm/CBHI_64_imm	4558
5341	A64	32	0xffe04000	0xf5600000	12	CBLO_64_imm	CBLO	CBLO<rule:SPACE><rule:XtOrXZR><rule:COMMA><rule:hash><rule:imm_cbr><rule:COMMA><rule:imm9_offset>	127	c3754b90556faff6271901fd133e1956fcf8b8d53fe29845a1eb0f3c1efa4a5a	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	CBcc_imm	1	A64/control/compbranch_imm/CBLO_64_imm	4559
5342	A64	32	0xffe04000	0xf5c00000	12	CBEQ_64_imm	CBEQ	CBEQ<rule:SPACE><rule:XtOrXZR><rule:COMMA><rule:hash><rule:imm_cbr><rule:COMMA><rule:imm9_offset>	127	c3754b90556faff6271901fd133e1956fcf8b8d53fe29845a1eb0f3c1efa4a5a	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	CBcc_imm	0	A64/control/compbranch_imm/CBEQ_64_imm	4560
5343	A64	32	0xffe04000	0xf5e00000	12	CBNE_64_imm	CBNE	CBNE<rule:SPACE><rule:XtOrXZR><rule:COMMA><rule:hash><rule:imm_cbr><rule:COMMA><rule:imm9_offset>	127	c3754b90556faff6271901fd133e1956fcf8b8d53fe29845a1eb0f3c1efa4a5a	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	CBcc_imm	0	A64/control/compbranch_imm/CBNE_64_imm	4561
5344	A64	32	0xffe00c00	0xf8000000	13	STUR_64_ldst_unscaled	STUR	STUR<rule:SPACE><rule:XtOrXZR__11><rule:COMMA>[<rule:XnSP_option><rule:imm9_option>]	0	ff1b9c1f7187a735a1bcc642ced4c2e0d2054e740f6a90b5a20679117a54643e	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	STUR_gen	0	A64/ldst/ldst_unscaled/STUR_64_ldst_unscaled	5156
5345	A64	32	0xffe00c00	0xf8000400	13	STR_64_ldst_immpost	STR	STR<rule:SPACE><rule:XtOrXZR__11><rule:COMMA>[<rule:XnSP_option>]<rule:COMMA><rule:hash><rule:simm__3>	0	ff1b9c1f7187a735a1bcc642ced4c2e0d2054e740f6a90b5a20679117a54643e	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	STR_imm_gen	0	A64/ldst/ldst_immpost/STR_64_ldst_immpost	5180
5346	A64	32	0xffe00c00	0xf8000800	13	STTR_64_ldst_unpriv	STTR	STTR<rule:SPACE><rule:XtOrXZR__11><rule:COMMA>[<rule:XnSP_option><rule:imm9_option>]	0	ff1b9c1f7187a735a1bcc642ced4c2e0d2054e740f6a90b5a20679117a54643e	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	STTR	0	A64/ldst/ldst_unpriv/STTR_64_ldst_unpriv	5195
5347	A64	32	0xffe00c00	0xf8000c00	13	STR_64_ldst_immpre	STR	STR<rule:SPACE><rule:XtOrXZR__11><rule:COMMA>[<rule:XnSP_option><rule:COMMA><rule:hash><rule:simm__3>]!	0	ff1b9c1f7187a735a1bcc642ced4c2e0d2054e740f6a90b5a20679117a54643e	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	STR_imm_gen	0	A64/ldst/ldst_immpre/STR_64_ldst_immpre	5216
5348	A64	32	0xffe0fc00	0xf8200000	17	LDADD_64_memop	LDADD	LDADD<rule:SPACE><rule:XsOrXZR__2><rule:COMMA><rule:XtOrXZR__8><rule:COMMA>[<rule:XnSP_option>]	167	91bb06d2bf6f07aa2c3f5dd94ce55f1b376a956f1e91c006bc812a749cde8f0a	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	LDADD	1	A64/ldst/memop/LDADD_64_memop	5355
5349	A64	32	0xffa00c00	0xf8200400	12	LDRAA_64_ldst_pac	LDRAA	LDRAA<rule:SPACE><rule:XtOrXZR__11><rule:COMMA>[<rule:XnSP_option><rule:Simm9_option>]	177	77ad0b9970681b68ed80f80ff028748f9567d0f3c9316e39e4244e29d1068f0b	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	LDRA	0	A64/ldst/ldst_pac/LDRAA_64_ldst_pac	5547
5350	A64	32	0xffe00c00	0xf8200800	13	STR_64_ldst_regoff	STR	STR<rule:SPACE><rule:XtOrXZR__11><rule:COMMA>[<rule:XnSP_option><rule:COMMA><rule:WorX_choice><rule:optional_extend__9>]	0	ff1b9c1f7187a735a1bcc642ced4c2e0d2054e740f6a90b5a20679117a54643e	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	STR_reg_gen	0	A64/ldst/ldst_regoff/STR_64_ldst_regoff	5541
5351	A64	32	0xffa00c00	0xf8200c00	12	LDRAA_64W_ldst_pac	LDRAA	LDRAA<rule:SPACE><rule:XtOrXZR__11><rule:COMMA>[<rule:XnSP_option><rule:Simm9_option>]!	177	77ad0b9970681b68ed80f80ff028748f9567d0f3c9316e39e4244e29d1068f0b	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	LDRA	0	A64/ldst/ldst_pac/LDRAA_64W_ldst_pac	5548
5352	A64	32	0xffe0fc00	0xf8201000	17	LDCLR_64_memop	LDCLR	LDCLR<rule:SPACE><rule:XsOrXZR__2><rule:COMMA><rule:XtOrXZR__8><rule:COMMA>[<rule:XnSP_option>]	167	91bb06d2bf6f07aa2c3f5dd94ce55f1b376a956f1e91c006bc812a749cde8f0a	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	LDCLR	1	A64/ldst/memop/LDCLR_64_memop	5356
5353	A64	32	0xffe0fc00	0xf8202000	17	LDEOR_64_memop	LDEOR	LDEOR<rule:SPACE><rule:XsOrXZR__2><rule:COMMA><rule:XtOrXZR__8><rule:COMMA>[<rule:XnSP_option>]	167	91bb06d2bf6f07aa2c3f5dd94ce55f1b376a956f1e91c006bc812a749cde8f0a	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	LDEOR	1	A64/ldst/memop/LDEOR_64_memop	5357
5354	A64	32	0xffe0fc00	0xf8203000	17	LDSET_64_memop	LDSET	LDSET<rule:SPACE><rule:XsOrXZR__2><rule:COMMA><rule:XtOrXZR__8><rule:COMMA>[<rule:XnSP_option>]	167	91bb06d2bf6f07aa2c3f5dd94ce55f1b376a956f1e91c006bc812a749cde8f0a	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	LDSET	1	A64/ldst/memop/LDSET_64_memop	5358
5355	A64	32	0xffe0fc00	0xf8204000	17	LDSMAX_64_memop	LDSMAX	LDSMAX<rule:SPACE><rule:XsOrXZR__2><rule:COMMA><rule:XtOrXZR__8><rule:COMMA>[<rule:XnSP_option>]	167	91bb06d2bf6f07aa2c3f5dd94ce55f1b376a956f1e91c006bc812a749cde8f0a	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	LDSMAX	1	A64/ldst/memop/LDSMAX_64_memop	5359
5356	A64	32	0xffe0fc00	0xf8205000	17	LDSMIN_64_memop	LDSMIN	LDSMIN<rule:SPACE><rule:XsOrXZR__2><rule:COMMA><rule:XtOrXZR__8><rule:COMMA>[<rule:XnSP_option>]	167	91bb06d2bf6f07aa2c3f5dd94ce55f1b376a956f1e91c006bc812a749cde8f0a	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	LDSMIN	1	A64/ldst/memop/LDSMIN_64_memop	5360
5357	A64	32	0xffe0fc00	0xf8206000	17	LDUMAX_64_memop	LDUMAX	LDUMAX<rule:SPACE><rule:XsOrXZR__2><rule:COMMA><rule:XtOrXZR__8><rule:COMMA>[<rule:XnSP_option>]	167	91bb06d2bf6f07aa2c3f5dd94ce55f1b376a956f1e91c006bc812a749cde8f0a	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	LDUMAX	1	A64/ldst/memop/LDUMAX_64_memop	5361
5358	A64	32	0xffe0fc00	0xf8207000	17	LDUMIN_64_memop	LDUMIN	LDUMIN<rule:SPACE><rule:XsOrXZR__2><rule:COMMA><rule:XtOrXZR__8><rule:COMMA>[<rule:XnSP_option>]	167	91bb06d2bf6f07aa2c3f5dd94ce55f1b376a956f1e91c006bc812a749cde8f0a	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	LDUMIN	1	A64/ldst/memop/LDUMIN_64_memop	5362
5359	A64	32	0xffe0fc00	0xf8208000	17	SWP_64_memop	SWP	SWP<rule:SPACE><rule:XsOrXZR><rule:COMMA><rule:XtOrXZR__8><rule:COMMA>[<rule:XnSP_option>]	167	91bb06d2bf6f07aa2c3f5dd94ce55f1b376a956f1e91c006bc812a749cde8f0a	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	SWP	0	A64/ldst/memop/SWP_64_memop	5363
5360	A64	32	0xffe0fc00	0xf820a000	17	ST64BV0_64_memop	ST64BV0	ST64BV0<rule:SPACE><rule:XsOrXZR__3><rule:COMMA><rule:XtOrXZR__9><rule:COMMA>[<rule:XnSP_option>]	163	7c8e0658667ffc76750eb8e07bfacc77b241c11c42063fc7507373fc6a488f77	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	ST64BV0	0	A64/ldst/memop/ST64BV0_64_memop	5364
5361	A64	32	0xffe0fc00	0xf820b000	17	ST64BV_64_memop	ST64BV	ST64BV<rule:SPACE><rule:XsOrXZR__3><rule:COMMA><rule:XtOrXZR__9><rule:COMMA>[<rule:XnSP_option>]	164	a09fdaec118de9ed716a07f767f0997fb473dd0f6212821965837c5ff39df636	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	ST64BV	0	A64/ldst/memop/ST64BV_64_memop	5365
