descriptor_index	iform_id	iclass_id	encoding_space	map	opcode	opcode_hex	iclass	iform	isa_set	extension	category	pattern	pattern_digest	attributes	mode	easz	eosz	prefix	has_modrm	mod_required	reg_required	rm_required	partial_opcode	rexw	rex2	evex_pp	u_bit	vl	nd	nf	undocumented	cpuid_digest	operand_digest	record_digest	source_order
41	2812	157	legacy	0	24	0x18	SBB	SBB_GPR8_GPR8_18	I86	BASE	BINARY	0x18 MOD[0b11] MOD=3 REG[rrr] RM[nnn]	8b0061b6cbc5c7c59c282fc9c953ba64d4e45305372e72570471c194fe5f2eec	BYTEOP	16,32,64	16,32,64	8		True	3			False				0		0	0	False	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	c097217f9f35546cbf164e5dd32c92c23829f2357d7521d1524ef450e9edf109	b70952779238417f453833bdbe5774e670a60fb95144593251485e2c90aba19a	475
42	2847	157	legacy	0	24	0x18	SBB	SBB_MEMb_GPR8	I86	BASE	BINARY	0x18 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() LOCK=0	224fb18e74a6cb05e129127cf0ff07a48892a03b1ead0cbda9530ab114846577	BYTEOP,LOCKABLE	16,32,64	16,32,64	8		True	0,1,2			False				0		0	0	False	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	59a62633cd8b4b56e35c329c0bc25bb0235bd5e3a83b86fe788e984bb766df98	f7594b70bc0ea728c46dd124baf13759851ef2ce47b781eff68612b29f7e3141	474
43	2841	1434	legacy	0	24	0x18	SBB_LOCK	SBB_LOCK_MEMb_GPR8	I86	BASE	BINARY	0x18 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() LOCK=1	5d2b0bed83703f309c22faf0dfc6f8ac837d7113e09a4345ea9ffd3e8953184a	BYTEOP,HLE_ACQ_ABLE,HLE_REL_ABLE,LOCKED	16,32,64	16,32,64	8		True	0,1,2			False				0		0	0	False	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	59a62633cd8b4b56e35c329c0bc25bb0235bd5e3a83b86fe788e984bb766df98	41c1c99df67d970e2ebc56f5e81708ea0320cc97e65e7868a98d54346f3eeefe	464
44	2825	157	legacy	0	25	0x19	SBB	SBB_GPRv_GPRv_19	I86	BASE	BINARY	0x19 MOD[0b11] MOD=3 REG[rrr] RM[nnn]	3f6302ac74c626b03d8dd1e7d846ecf9ccad7752536b5b34e4d61801949807dc		16,32,64	16,32,64	16,32,64		True	3			False				0		0	0	False	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	7d143f10222d7c46cae6f8984cb52073470e843b30e83e94045d5e268f1ed05d	34435dc55c2b2283979e5a2823905cf1b310ca4bf7b60c46cc9443cb6a864d44	477
45	2852	157	legacy	0	25	0x19	SBB	SBB_MEMv_GPRv	I86	BASE	BINARY	0x19 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() LOCK=0	dfcf8eec4ab86c8ba07518072b07de789f8783b0fce3515365d69b13957afcff	LOCKABLE	16,32,64	16,32,64	16,32,64		True	0,1,2			False				0		0	0	False	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	e6b52595889cc6daf2f2c73b41cd0de6df3d3f4fa9f4845dd807f57c64df679b	5725f52fca042df12d0aca7eec806089e5b6b29e82fbafbadf4a0aed6a8ab1aa	476
46	2844	1434	legacy	0	25	0x19	SBB_LOCK	SBB_LOCK_MEMv_GPRv	I86	BASE	BINARY	0x19 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() LOCK=1	19990a491d262766b770b51236808cb5928d005d71445141b9294bed18ade751	HLE_ACQ_ABLE,HLE_REL_ABLE,LOCKED	16,32,64	16,32,64	16,32,64		True	0,1,2			False				0		0	0	False	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	e6b52595889cc6daf2f2c73b41cd0de6df3d3f4fa9f4845dd807f57c64df679b	981bc7f77c2e047ba6a9be8b0c3fba039ded5ffce4ee92ee39126af968715163	465
47	2813	157	legacy	0	26	0x1a	SBB	SBB_GPR8_GPR8_1A	I86	BASE	BINARY	0x1A MOD[0b11] MOD=3 REG[rrr] RM[nnn]	5c566ab241fe9ae997598dc5f793bf210bea4145f5f996529bbcae65652de6ac	BYTEOP	16,32,64	16,32,64	8		True	3			False				0		0	0	False	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	1e32ccdc69cd666e8b2b859b25990f693525fbf1097a40494e979cdc4a065427	5065a81d2e3791074e75b83b29d38ce137c0e72f9971a8f32e1365d62f22ba78	478
48	2816	157	legacy	0	26	0x1a	SBB	SBB_GPR8_MEMb	I86	BASE	BINARY	0x1A MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM()	1de352dfbcc98693d1d936e2a825a85d2265e4346e07f362a4626b94ca8fa72a	BYTEOP	16,32,64	16,32,64	8		True	0,1,2			False				0		0	0	False	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	273cbbcb799994754615266688f65d97db33969f181160ffffe2614d1b9015ad	1b45f7f87e35c7d58302265b865511730eb5dc35ef40c4bcf39fb4b04f00a449	479
49	2826	157	legacy	0	27	0x1b	SBB	SBB_GPRv_GPRv_1B	I86	BASE	BINARY	0x1B MOD[0b11] MOD=3 REG[rrr] RM[nnn]	7b1b3cdf48974893a7536d7a97b750917891ad428e81b130dd9db760a37d0356		16,32,64	16,32,64	16,32,64		True	3			False				0		0	0	False	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	7ded301073542a9d834e2e2ce5c201ede5212adc7fc88a601bd916711e5580c4	507f7a668aefbd4f883d0e807007304e26ef483d1f2ed6c1ddf45c274aac1292	480
50	2836	157	legacy	0	27	0x1b	SBB	SBB_GPRv_MEMv	I86	BASE	BINARY	0x1B MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM()	382994c61eae3e3258263c8a4a49f7c26a9a68fb341423b9d471c640ea75cf21		16,32,64	16,32,64	16,32,64		True	0,1,2			False				0		0	0	False	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	af2a0ee58450ce5712b92b0f1db0f9fb9ee03e583bbf65f404c07a1548e7baee	20d7beaf4a433f70321e37e2d08fbc485e2544037e173f2e7ad73a6ac5aa9f44	481
51	2811	157	legacy	0	28	0x1c	SBB	SBB_AL_IMMb	I86	BASE	BINARY	0x1C SIMM8()	d896a56bf8219045778ce3d123ea774c443c22670f86d73139ea238ef864f3cf	BYTEOP	16,32,64	16,32,64	8		False				False				0		0	0	False	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	763db3e9314ac407824f7b282d89818d9d14e2720a2ec0965ac2c8fe3671699d	4bfa790c6c408fbb35785aeb089cfa832bb154f044fe81b756061dd778e420ab	482
52	2858	157	legacy	0	29	0x1d	SBB	SBB_OrAX_IMMz	I86	BASE	BINARY	0x1D SIMMz()	012bedd2d821fe528f0370288f188f5d8f955835fb2f32e738f289c0f600e2e1		16,32,64	16,32,64	16,32,64		False				False				0		0	0	False	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	cf0a489c48d517c7523359fd244afc4bc4936507ab73f894f6e3021e7f6fbd54	facc1eb8b074c6f61bd673ee6635aa506caeb241a651a304de3da8b824bdc868	483
53	2477	142	legacy	0	30	0x1e	PUSH	PUSH_DS	I86	BASE	PUSH	0x1E MODE!=2	60dcd22fb72be3300947ba3cc69bc4f56b3a8bce7de00cbf9857a6cd60a17948		16,32	16,32,64	16,32,64		False				False		PROHIBITED		0		0	0	False	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	0c1c83af00ee79dc3ba228185ed2a324088b951bd506509293b1d1fcf025999b	2e57df2c2e2a05df17eb67617a6ac6b09faa67fcea4243beebef3a58dbeb25af	1750
54	2296	137	legacy	0	31	0x1f	POP	POP_DS	I86	BASE	POP	0x1F MODE!=2	63568644c930e320e2e58befad66e14612b7d73ce4462e4bbee412ac74be14e7	NOTSX	16,32	16,32,64	16,32,64		False				False		PROHIBITED		0		0	0	False	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	f850755e5e7b258f5ceeba36163c1b4896c0cc0eb36d755c603da3a923df5025	5e10e89a9b104a34a75456d0efaa49921f83ca962ba4b8d92c31753b9f853378	886
55	198	7	legacy	0	32	0x20	AND	AND_GPR8_GPR8_20	I86	BASE	LOGICAL	0x20 MOD[0b11] MOD=3 REG[rrr] RM[nnn]	3a56161028050a8c5d2826833f86f211d0a30bcf8531a3f57e06ea1bc6339b1d	BYTEOP	16,32,64	16,32,64	8		True	3			False				0		0	0	False	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	c097217f9f35546cbf164e5dd32c92c23829f2357d7521d1524ef450e9edf109	2f6c5cf52a68967ec79b93127fd5705494cebeb59351212ee9d57b9d6905f0af	543
56	240	7	legacy	0	32	0x20	AND	AND_MEMb_GPR8	I86	BASE	LOGICAL	0x20 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() LOCK=0	cdff78b62da263ab6432633b03c15cbe88d7254f3cb9e803d7f1f2ba3240ffbc	BYTEOP,LOCKABLE	16,32,64	16,32,64	8		True	0,1,2			False				0		0	0	False	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	59a62633cd8b4b56e35c329c0bc25bb0235bd5e3a83b86fe788e984bb766df98	3a23433790274015e5f8e6ec4921bd6c9e0b1aa3146b9028e2afa807cccea4a5	542
57	234	1210	legacy	0	32	0x20	AND_LOCK	AND_LOCK_MEMb_GPR8	I86	BASE	LOGICAL	0x20 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() LOCK=1	746b6463d39faa335b2be065140e5d56a61bb40db2d681be81b872b89ef454a0	BYTEOP,HLE_ACQ_ABLE,HLE_REL_ABLE,LOCKED	16,32,64	16,32,64	8		True	0,1,2			False				0		0	0	False	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	59a62633cd8b4b56e35c329c0bc25bb0235bd5e3a83b86fe788e984bb766df98	54d0f3d75061901947085563feaed1661d294ec17b1c8a2a037861b0bf3d2630	532
58	214	7	legacy	0	33	0x21	AND	AND_GPRv_GPRv_21	I86	BASE	LOGICAL	0x21 MOD[0b11] MOD=3 REG[rrr] RM[nnn]	55338df30c4b9542133411c5a1310423c79748a2c3781763c3c107203c723e49		16,32,64	16,32,64	16,32,64		True	3			False				0		0	0	False	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	7d143f10222d7c46cae6f8984cb52073470e843b30e83e94045d5e268f1ed05d	2c47c87b8f3601546e2f642d546fd479ec66da747c2990f6e32f01721b6c16d5	545
59	247	7	legacy	0	33	0x21	AND	AND_MEMv_GPRv	I86	BASE	LOGICAL	0x21 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() LOCK=0	40f1c32aacb7a7668266cd67e9f5947df58b2343536c7cfe1729761968e8b146	LOCKABLE	16,32,64	16,32,64	16,32,64		True	0,1,2			False				0		0	0	False	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	e6b52595889cc6daf2f2c73b41cd0de6df3d3f4fa9f4845dd807f57c64df679b	e20b9a0e6c48ad35c5e9445d888d93048dddb4d487f0c089f817c313952272c0	544
60	237	1210	legacy	0	33	0x21	AND_LOCK	AND_LOCK_MEMv_GPRv	I86	BASE	LOGICAL	0x21 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() LOCK=1	73b9e003a304845eb33a1d08aaf64b14028f60082ac82ecc778298c424b6ba7b	HLE_ACQ_ABLE,HLE_REL_ABLE,LOCKED	16,32,64	16,32,64	16,32,64		True	0,1,2			False				0		0	0	False	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	e6b52595889cc6daf2f2c73b41cd0de6df3d3f4fa9f4845dd807f57c64df679b	da150d04e58610051db84d01ab1bd896b9a63cc923ccc4cfcae487bdd33cbbba	533
61	199	7	legacy	0	34	0x22	AND	AND_GPR8_GPR8_22	I86	BASE	LOGICAL	0x22 MOD[0b11] MOD=3 REG[rrr] RM[nnn]	696e8969f112ca42e7efb801dc3a421a0cb26f5b9455b78b283a98edfd65433f	BYTEOP	16,32,64	16,32,64	8		True	3			False				0		0	0	False	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	1e32ccdc69cd666e8b2b859b25990f693525fbf1097a40494e979cdc4a065427	8de32d1797dccc2e0ff30abea148823cd709ef30cb71fea5f30a4501a08cd225	546
62	202	7	legacy	0	34	0x22	AND	AND_GPR8_MEMb	I86	BASE	LOGICAL	0x22 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM()	2d5bee82bcb595f011d430bfcf6249475fbf358c0e35eb12d16b3f06e5d3c228	BYTEOP	16,32,64	16,32,64	8		True	0,1,2			False				0		0	0	False	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	273cbbcb799994754615266688f65d97db33969f181160ffffe2614d1b9015ad	c0e97488e6830906705447e4c6756c07c4730837e019469111992217b47055b0	547
63	215	7	legacy	0	35	0x23	AND	AND_GPRv_GPRv_23	I86	BASE	LOGICAL	0x23 MOD[0b11] MOD=3 REG[rrr] RM[nnn]	61f581b348b2ca99e5a1c8ce5a624afa4bb3562ccb0a7aa9564a08cecfe28037		16,32,64	16,32,64	16,32,64		True	3			False				0		0	0	False	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	7ded301073542a9d834e2e2ce5c201ede5212adc7fc88a601bd916711e5580c4	3425f1e50d0eeb7903cf105b5ee116327ff4cc3482c5d0a766f0903e98f80b9e	548
64	228	7	legacy	0	35	0x23	AND	AND_GPRv_MEMv	I86	BASE	LOGICAL	0x23 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM()	3b2c583845934f96446d4f5fbb254a0a25bb8f90b7d473d2cbee40578b670d72		16,32,64	16,32,64	16,32,64		True	0,1,2			False				0		0	0	False	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	af2a0ee58450ce5712b92b0f1db0f9fb9ee03e583bbf65f404c07a1548e7baee	ff3c984b8b950c481cc635700ea9eedba4d6c37a0f6a42778b140d5a6b097f99	549
65	197	7	legacy	0	36	0x24	AND	AND_AL_IMMb	I86	BASE	LOGICAL	0x24 SIMM8()	128359c61416366b7809c50f18645dce5fef02e916e7f02124d48f9b74d3cbf5	BYTEOP	16,32,64	16,32,64	8		False				False				0		0	0	False	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	763db3e9314ac407824f7b282d89818d9d14e2720a2ec0965ac2c8fe3671699d	754629aa9c580250737261b7d02c25105bbcabb12a769664549c6edc3a9e4366	550
66	256	7	legacy	0	37	0x25	AND	AND_OrAX_IMMz	I86	BASE	LOGICAL	0x25 SIMMz()	f7dd7fd83d351f5603691ce5cae42eedf411783bb4f711c00c0328e472eb3fb3		16,32,64	16,32,64	16,32,64		False				False				0		0	0	False	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	cf0a489c48d517c7523359fd244afc4bc4936507ab73f894f6e3021e7f6fbd54	69c807920089cd0be9af2778180277f477261fd90bbcaaa3ff785833eec72827	551
67	1089	51	legacy	0	39	0x27	DAA	DAA	I86	BASE	DECIMAL	0x27 MODE!=2	1b7e8b9aa48b1f22b717f9ae09639981ad58351870e9caafea341a84088f4c22		16,32	16,32,64	16,32,64		False				False		PROHIBITED		0		0	0	False	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	9a80b3888014b057d230333b60968d9792f6b9478e2abb5143070603ecfe49d7	4aa45f419f3a11187240556867ab6a90f60687773b24ee8f3b8fd6c5c523a6c4	1975
68	3182	194	legacy	0	40	0x28	SUB	SUB_GPR8_GPR8_28	I86	BASE	BINARY	0x28 MOD[0b11] MOD=3 REG[rrr] RM[nnn]	bfaffc1e917363818b0044487116c2f608d92e73a9ab0298514ff45409b4761a	BYTEOP	16,32,64	16,32,64	8		True	3			False				0		0	0	False	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	c097217f9f35546cbf164e5dd32c92c23829f2357d7521d1524ef450e9edf109	5112fb19dfd30f4d56da22b248a81cade5360dcef1012e19f2185180408f3401	655
69	3224	194	legacy	0	40	0x28	SUB	SUB_MEMb_GPR8	I86	BASE	BINARY	0x28 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() LOCK=0	d777a5854efaf6f1a97893ca0de47dac07e693b607c67cb44ac04928a911e44d	BYTEOP,LOCKABLE	16,32,64	16,32,64	8		True	0,1,2			False				0		0	0	False	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	59a62633cd8b4b56e35c329c0bc25bb0235bd5e3a83b86fe788e984bb766df98	17853940dd3fa8f2d87d7a3d4a50685fe79053756d2d4757602f9c8b99de2a4a	654
70	3218	1446	legacy	0	40	0x28	SUB_LOCK	SUB_LOCK_MEMb_GPR8	I86	BASE	BINARY	0x28 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() LOCK=1	2c9b679ccf8af31637727de051cffc7e6ad1967a8032e2b791212c385c6213cf	BYTEOP,HLE_ACQ_ABLE,HLE_REL_ABLE,LOCKED	16,32,64	16,32,64	8		True	0,1,2			False				0		0	0	False	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	59a62633cd8b4b56e35c329c0bc25bb0235bd5e3a83b86fe788e984bb766df98	68b652e97f96a76a82376f77dd3057d44fd41e432452ebe322e3249697764df2	644
71	3198	194	legacy	0	41	0x29	SUB	SUB_GPRv_GPRv_29	I86	BASE	BINARY	0x29 MOD[0b11] MOD=3 REG[rrr] RM[nnn]	97c7504d756438c682e97c4a566dd33b17147946e19618f2254cb57c8942925a		16,32,64	16,32,64	16,32,64		True	3			False				0		0	0	False	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	7d143f10222d7c46cae6f8984cb52073470e843b30e83e94045d5e268f1ed05d	05b8e84a309286d656644a7bd2a161635b5cb3ee6fde0d863ddbd7236c842244	657
72	3231	194	legacy	0	41	0x29	SUB	SUB_MEMv_GPRv	I86	BASE	BINARY	0x29 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() LOCK=0	26ec73650ae3631064648f04596eae5a257f80bb998561de1745dc12fce186b3	LOCKABLE	16,32,64	16,32,64	16,32,64		True	0,1,2			False				0		0	0	False	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	e6b52595889cc6daf2f2c73b41cd0de6df3d3f4fa9f4845dd807f57c64df679b	2f532f6251210d2a23562b1bb3cb1baa85e17fa9fbadced1cd04c1c9f35a2e6f	656
73	3221	1446	legacy	0	41	0x29	SUB_LOCK	SUB_LOCK_MEMv_GPRv	I86	BASE	BINARY	0x29 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() LOCK=1	03604815034bf6b8a1d1b04d130fe17123a503c06c6bce10a46ec57dd63af3c5	HLE_ACQ_ABLE,HLE_REL_ABLE,LOCKED	16,32,64	16,32,64	16,32,64		True	0,1,2			False				0		0	0	False	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	e6b52595889cc6daf2f2c73b41cd0de6df3d3f4fa9f4845dd807f57c64df679b	fb2e35f390f064cd97df5dc20a416eedc60660811749555b29c9a8960b5ab31c	645
74	3183	194	legacy	0	42	0x2a	SUB	SUB_GPR8_GPR8_2A	I86	BASE	BINARY	0x2A MOD[0b11] MOD=3 REG[rrr] RM[nnn]	0be5786580596a7bc51439e56f7203617f015c0fa8de23e10097c57cace05f60	BYTEOP	16,32,64	16,32,64	8		True	3			False				0		0	0	False	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	1e32ccdc69cd666e8b2b859b25990f693525fbf1097a40494e979cdc4a065427	3a7279bac318d861280d5d4cc6f71c615381c3aa21aa3307134b047522ea48c2	658
75	3186	194	legacy	0	42	0x2a	SUB	SUB_GPR8_MEMb	I86	BASE	BINARY	0x2A MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM()	8bb69cbb1c63d43a9fc7cb02bbd4cf13cf379ad3552e03b59ef76b626ebe72d4	BYTEOP	16,32,64	16,32,64	8		True	0,1,2			False				0		0	0	False	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	273cbbcb799994754615266688f65d97db33969f181160ffffe2614d1b9015ad	f70446ae8fda799b04c2dfd6a376e6be369fcf10421ccaead7e5c28e9542675b	659
76	3199	194	legacy	0	43	0x2b	SUB	SUB_GPRv_GPRv_2B	I86	BASE	BINARY	0x2B MOD[0b11] MOD=3 REG[rrr] RM[nnn]	76c94fb685194c80d3fe314189f3855391113b40c089134c7ccb9c04bbc2c66d		16,32,64	16,32,64	16,32,64		True	3			False				0		0	0	False	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	7ded301073542a9d834e2e2ce5c201ede5212adc7fc88a601bd916711e5580c4	728f2a43c3f29aecf5445f5714f3e71cbaffe0564ea0d65e8b46d059af95805c	660
77	3212	194	legacy	0	43	0x2b	SUB	SUB_GPRv_MEMv	I86	BASE	BINARY	0x2B MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM()	c92dd1f2be239fc18b129a6216e7f646a151c03b03685b18c0cfbd43cb7fa4d4		16,32,64	16,32,64	16,32,64		True	0,1,2			False				0		0	0	False	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	af2a0ee58450ce5712b92b0f1db0f9fb9ee03e583bbf65f404c07a1548e7baee	5faa790bad4cd3e23c3cfb3503d41fdeafc90dccc50ec24a1dce47ed474cb0c1	661
78	3181	194	legacy	0	44	0x2c	SUB	SUB_AL_IMMb	I86	BASE	BINARY	0x2C SIMM8()	f5a1870de4c4f7fd7624dac861a09f0789c6f5d79344a9ad7a7cb4efa97a4e6d	BYTEOP	16,32,64	16,32,64	8		False				False				0		0	0	False	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	763db3e9314ac407824f7b282d89818d9d14e2720a2ec0965ac2c8fe3671699d	2095c60fc66d7b87dfe9f99dfe49352a16eb142e286464c27f466a5e37e1fd97	662
79	3240	194	legacy	0	45	0x2d	SUB	SUB_OrAX_IMMz	I86	BASE	BINARY	0x2D SIMMz()	2cde45379bde903567ccc184834ac912fda71d85299147753cb9d6e785e4359e		16,32,64	16,32,64	16,32,64		False				False				0		0	0	False	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	cf0a489c48d517c7523359fd244afc4bc4936507ab73f894f6e3021e7f6fbd54	f0222e02aa0bc6ca54bc923316823a730344355fe4decb4c19e160bd9bfae6b7	663
80	1090	52	legacy	0	47	0x2f	DAS	DAS	I86	BASE	DECIMAL	0x2F MODE!=2	85eca9cb14580fa9ade87ad67a8ad54bb991c4cce2289b59b9606da27f8efe59		16,32	16,32,64	16,32,64		False				False		PROHIBITED		0		0	0	False	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	9a80b3888014b057d230333b60968d9792f6b9478e2abb5143070603ecfe49d7	2bdce65867b32ddc5c86a4325c782d224e2ffdee0b71fcf86999fc16a1dfd2f8	1976
81	8926	210	legacy	0	48	0x30	XOR	XOR_GPR8_GPR8_30	I86	BASE	LOGICAL	0x30 MOD[0b11] MOD=3 REG[rrr] RM[nnn]	6b9b5e7db47b71f3ecc7ee327a6c8feba5585aeeb21279d6c64cc8f8a7305411	BYTEOP	16,32,64	16,32,64	8		True	3			False				0		0	0	False	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	c097217f9f35546cbf164e5dd32c92c23829f2357d7521d1524ef450e9edf109	6e3968f9319eb201a6580f18f996ce68e7176247a4345bc92b0795bf0eaee6ce	767
82	8968	210	legacy	0	48	0x30	XOR	XOR_MEMb_GPR8	I86	BASE	LOGICAL	0x30 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() LOCK=0	41edfd7aea620093fc60fcd6cefad93c3c9b5a9d35266a54cad973e42369a9fb	BYTEOP,LOCKABLE	16,32,64	16,32,64	8		True	0,1,2			False				0		0	0	False	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	59a62633cd8b4b56e35c329c0bc25bb0235bd5e3a83b86fe788e984bb766df98	3428b666fe33d4e039cde4d23a94e7ba09b53dc817437d785ee08d284b87b017	766
83	8962	2026	legacy	0	48	0x30	XOR_LOCK	XOR_LOCK_MEMb_GPR8	I86	BASE	LOGICAL	0x30 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() LOCK=1	545ff47f69bac08eed14b778bba76af3a075b1e9e96dcaf39a45060a0827069e	BYTEOP,HLE_ACQ_ABLE,HLE_REL_ABLE,LOCKED	16,32,64	16,32,64	8		True	0,1,2			False				0		0	0	False	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	59a62633cd8b4b56e35c329c0bc25bb0235bd5e3a83b86fe788e984bb766df98	d88bbda18f269d83322fd1242aa0e1597bf1f08ac407758291f8244f7dcec547	756
84	8942	210	legacy	0	49	0x31	XOR	XOR_GPRv_GPRv_31	I86	BASE	LOGICAL	0x31 MOD[0b11] MOD=3 REG[rrr] RM[nnn]	f515511fab2fd8b4f921ef413292b10f4241e59487f53b62b7ffe1f8d213d10f		16,32,64	16,32,64	16,32,64		True	3			False				0		0	0	False	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	7d143f10222d7c46cae6f8984cb52073470e843b30e83e94045d5e268f1ed05d	c0a3d960dcbe55f42d35aa84e7d5e56759bcc147c47ac63a181fe4ab1c24f343	769
85	8975	210	legacy	0	49	0x31	XOR	XOR_MEMv_GPRv	I86	BASE	LOGICAL	0x31 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() LOCK=0	8de71fd2ec319a3376dfbeafd5280fb19c7110ea8ef621cd43fc0ec16fac2bbc	LOCKABLE	16,32,64	16,32,64	16,32,64		True	0,1,2			False				0		0	0	False	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	e6b52595889cc6daf2f2c73b41cd0de6df3d3f4fa9f4845dd807f57c64df679b	5f8950195327ea0e06011b27d286ccb630508cd1e2f8c1b6ccc366bd31c157cb	768
